Date,Region,Category,Sales_Units
2025-08-11,East India,Home Care,58
2025-08-12,East India,Home Care,58
2025-08-13,East India,Home Care,72
2025-08-14,East India,Home Care,62
2025-08-15,East India,Home Care,82
2025-08-16,East India,Home Care,60
2025-08-17,East India,Home Care,63
2025-08-18,East India,Home Care,67
2025-08-19,East India,Home Care,63
2025-08-20,East India,Home Care,78
2025-08-21,East India,Home Care,84
2025-08-22,East India,Home Care,65
2025-08-23,East India,Home Care,71
2025-08-24,East India,Home Care,84
2025-08-25,East India,Home Care,67
2025-08-26,East India,Home Care,73
2025-08-27,East India,Home Care,66
2025-08-28,East India,Home Care,79
2025-08-29,East India,Home Care,71
2025-08-30,East India,Home Care,72
2025-08-31,East India,Home Care,69
2025-09-01,East India,Home Care,55
2025-09-02,East India,Home Care,55
2025-09-03,East India,Home Care,68
2025-09-04,East India,Home Care,73
2025-09-05,East India,Home Care,58
2025-09-06,East India,Home Care,61
2025-09-07,East India,Home Care,65
2025-09-08,East India,Home Care,70
2025-09-09,East India,Home Care,58
2025-09-10,East India,Home Care,71
2025-09-11,East India,Home Care,75
2025-09-12,East India,Home Care,63
2025-09-13,East India,Home Care,73
2025-09-14,East India,Home Care,61
2025-09-15,East India,Home Care,70
2025-09-16,East India,Home Care,71
2025-09-17,East India,Home Care,66
2025-09-18,East India,Home Care,66
2025-09-19,East India,Home Care,61
2025-09-20,East India,Home Care,65
2025-09-21,East India,Home Care,60
2025-09-22,East India,Home Care,67
2025-09-23,East India,Home Care,52
2025-09-24,East India,Home Care,55
2025-09-25,East India,Home Care,51
2025-09-26,East India,Home Care,64
2025-09-27,East India,Home Care,65
2025-09-28,East India,Home Care,58
2025-09-29,East India,Home Care,72
2025-09-30,East India,Home Care,67
2025-10-01,East India,Home Care,91
2025-10-02,East India,Home Care,72
2025-10-03,East India,Home Care,63
2025-10-04,East India,Home Care,67
2025-10-05,East India,Home Care,72
2025-10-06,East India,Home Care,86
2025-10-07,East India,Home Care,73
2025-10-08,East India,Home Care,64
2025-10-09,East India,Home Care,82
2025-10-10,East India,Home Care,73
2025-10-11,East India,Home Care,86
2025-10-12,East India,Home Care,65
2025-10-13,East India,Home Care,71
2025-10-14,East India,Home Care,62
2025-10-15,East India,Home Care,72
2025-10-16,East India,Home Care,76
2025-10-17,East India,Home Care,86
2025-10-18,East India,Home Care,89
2025-10-19,East India,Home Care,79
2025-10-20,East India,Home Care,73
2025-10-21,East India,Home Care,80
2025-10-22,East India,Home Care,78
2025-10-23,East India,Home Care,65
2025-10-24,East India,Home Care,70
2025-10-25,East India,Home Care,80
2025-10-26,East India,Home Care,89
2025-10-27,East India,Home Care,88
2025-10-28,East India,Home Care,64
2025-10-29,East India,Home Care,89
2025-10-30,East India,Home Care,75
2025-10-31,East India,Home Care,85
2025-11-01,East India,Home Care,76
2025-11-02,East India,Home Care,77
2025-11-03,East India,Home Care,73
2025-11-04,East India,Home Care,92
2025-11-05,East India,Home Care,82
2025-11-06,East India,Home Care,99
2025-11-07,East India,Home Care,80
2025-11-08,East India,Home Care,70
2025-11-09,East India,Home Care,72
2025-11-10,East India,Home Care,77
2025-11-11,East India,Home Care,79
2025-11-12,East India,Home Care,85
2025-11-13,East India,Home Care,75
2025-11-14,East India,Home Care,87
2025-11-15,East India,Home Care,94
2025-11-16,East India,Home Care,99
2025-11-17,East India,Home Care,96
2025-11-18,East India,Home Care,75
2025-11-19,East India,Home Care,94
2025-11-20,East India,Home Care,79
2025-11-21,East India,Home Care,96
2025-11-22,East India,Home Care,96
2025-11-23,East India,Home Care,67
2025-11-24,East India,Home Care,87
2025-11-25,East India,Home Care,68
2025-11-26,East India,Home Care,69
2025-11-27,East India,Home Care,92
2025-11-28,East India,Home Care,90
2025-11-29,East India,Home Care,75
2025-11-30,East India,Home Care,91
2025-12-01,East India,Home Care,63
2025-12-02,East India,Home Care,67
2025-12-03,East India,Home Care,61
2025-12-04,East India,Home Care,69
2025-12-05,East India,Home Care,63
2025-12-06,East India,Home Care,71
2025-12-07,East India,Home Care,65
2025-12-08,East India,Home Care,75
2025-12-09,East India,Home Care,78
2025-12-10,East India,Home Care,56
2025-12-11,East India,Home Care,63
2025-12-12,East India,Home Care,69
2025-12-13,East India,Home Care,54
2025-12-14,East India,Home Care,54
2025-12-15,East India,Home Care,53
2025-12-16,East India,Home Care,56
2025-12-17,East India,Home Care,61
2025-12-18,East India,Home Care,71
2025-12-19,East India,Home Care,64
2025-12-20,East India,Home Care,57
2025-12-21,East India,Home Care,58
2025-12-22,East India,Home Care,77
2025-12-23,East India,Home Care,63
2025-12-24,East India,Home Care,77
2025-12-25,East India,Home Care,79
2025-12-26,East India,Home Care,77
2025-12-27,East India,Home Care,76
2025-12-28,East India,Home Care,60
2025-12-29,East India,Home Care,74
2025-12-30,East India,Home Care,56
2025-12-31,East India,Home Care,78
2025-01-01,East India,Clothing & Apparel,39
2025-01-02,East India,Clothing & Apparel,44
2025-01-03,East India,Clothing & Apparel,49
2025-01-04,East India,Clothing & Apparel,53
2025-01-05,East India,Clothing & Apparel,43
2025-01-06,East India,Clothing & Apparel,41
2025-01-07,East India,Clothing & Apparel,40
2025-01-08,East India,Clothing & Apparel,47
2025-01-09,East India,Clothing & Apparel,40
2025-01-10,East India,Clothing & Apparel,54
2025-01-11,East India,Clothing & Apparel,52
2025-01-12,East India,Clothing & Apparel,55
2025-01-13,East India,Clothing & Apparel,56
2025-01-14,East India,Clothing & Apparel,46
2025-01-15,East India,Clothing & Apparel,46
2025-01-16,East India,Clothing & Apparel,40
2025-01-17,East India,Clothing & Apparel,48
2025-01-18,East India,Clothing & Apparel,49
2025-01-19,East India,Clothing & Apparel,50
2025-01-20,East India,Clothing & Apparel,56
2025-01-21,East India,Clothing & Apparel,44
2025-01-22,East India,Clothing & Apparel,52
2025-01-23,East India,Clothing & Apparel,42
2025-01-24,East India,Clothing & Apparel,43
2025-01-25,East India,Clothing & Apparel,43
2025-01-26,East India,Clothing & Apparel,39
2025-01-27,East India,Clothing & Apparel,48
2025-01-28,East India,Clothing & Apparel,54
2025-01-29,East India,Clothing & Apparel,50
2025-01-30,East India,Clothing & Apparel,52
2025-01-31,East India,Clothing & Apparel,42
2025-02-01,East India,Clothing & Apparel,36
2025-02-02,East India,Clothing & Apparel,51
2025-02-03,East India,Clothing & Apparel,35
2025-02-04,East India,Clothing & Apparel,34
2025-02-05,East India,Clothing & Apparel,38
2025-02-06,East India,Clothing & Apparel,48
2025-02-07,East India,Clothing & Apparel,37
2025-02-08,East India,Clothing & Apparel,36
2025-02-09,East India,Clothing & Apparel,38
2025-02-10,East India,Clothing & Apparel,44
2025-02-11,East India,Clothing & Apparel,43
2025-02-12,East India,Clothing & Apparel,49
2025-02-13,East India,Clothing & Apparel,47
2025-02-14,East India,Clothing & Apparel,40
2025-02-15,East India,Clothing & Apparel,42
2025-02-16,East India,Clothing & Apparel,37
2025-02-17,East India,Clothing & Apparel,43
2025-02-18,East India,Clothing & Apparel,50
2025-02-19,East India,Clothing & Apparel,38
2025-02-20,East India,Clothing & Apparel,40
2025-02-21,East India,Clothing & Apparel,51
2025-02-22,East India,Clothing & Apparel,49
2025-02-23,East India,Clothing & Apparel,43
2025-02-24,East India,Clothing & Apparel,48
2025-02-25,East India,Clothing & Apparel,37
2025-02-26,East India,Clothing & Apparel,39
2025-02-27,East India,Clothing & Apparel,37
2025-02-28,East India,Clothing & Apparel,39
2025-03-01,East India,Clothing & Apparel,57
2025-03-02,East India,Clothing & Apparel,52
2025-03-03,East India,Clothing & Apparel,43
2025-03-04,East India,Clothing & Apparel,57
2025-03-05,East India,Clothing & Apparel,54
2025-03-06,East India,Clothing & Apparel,44
2025-03-07,East India,Clothing & Apparel,57
2025-03-08,East India,Clothing & Apparel,43
2025-03-09,East India,Clothing & Apparel,40
2025-03-10,East India,Clothing & Apparel,53
2025-03-11,East India,Clothing & Apparel,49
2025-03-12,East India,Clothing & Apparel,45
2025-03-13,East India,Clothing & Apparel,58
2025-03-14,East India,Clothing & Apparel,41
2025-03-15,East India,Clothing & Apparel,48
2025-03-16,East India,Clothing & Apparel,43
2025-03-17,East India,Clothing & Apparel,50
2025-03-18,East India,Clothing & Apparel,50
2025-03-19,East India,Clothing & Apparel,41
2025-03-20,East India,Clothing & Apparel,45
2025-03-21,East India,Clothing & Apparel,42
2025-03-22,East India,Clothing & Apparel,52
2025-03-23,East India,Clothing & Apparel,54
2025-03-24,East India,Clothing & Apparel,48
2025-03-25,East India,Clothing & Apparel,45
2025-03-26,East India,Clothing & Apparel,48
2025-03-27,East India,Clothing & Apparel,51
2025-03-28,East India,Clothing & Apparel,50
2025-03-29,East India,Clothing & Apparel,49
2025-03-30,East India,Clothing & Apparel,48
2025-03-31,East India,Clothing & Apparel,53
2025-04-01,East India,Clothing & Apparel,48
2025-04-02,East India,Clothing & Apparel,53
2025-04-03,East India,Clothing & Apparel,40
2025-04-04,East India,Clothing & Apparel,37
2025-04-05,East India,Clothing & Apparel,37
2025-04-06,East India,Clothing & Apparel,41
2025-04-07,East India,Clothing & Apparel,37
2025-04-08,East India,Clothing & Apparel,38
2025-04-09,East India,Clothing & Apparel,40
2025-04-10,East India,Clothing & Apparel,47
2025-04-11,East India,Clothing & Apparel,49
2025-04-12,East India,Clothing & Apparel,43
2025-04-13,East India,Clothing & Apparel,38
2025-04-14,East India,Clothing & Apparel,49
2025-04-15,East India,Clothing & Apparel,52
2025-04-16,East India,Clothing & Apparel,41
2025-04-17,East India,Clothing & Apparel,40
2025-04-18,East India,Clothing & Apparel,50
2025-04-19,East India,Clothing & Apparel,42
2025-04-20,East India,Clothing & Apparel,41
2025-04-21,East India,Clothing & Apparel,47
2025-04-22,East India,Clothing & Apparel,49
2025-04-23,East India,Clothing & Apparel,38
2025-04-24,East India,Clothing & Apparel,45
2025-04-25,East India,Clothing & Apparel,49
2025-04-26,East India,Clothing & Apparel,45
2025-04-27,East India,Clothing & Apparel,41
2025-04-28,East India,Clothing & Apparel,52
2025-04-29,East India,Clothing & Apparel,40
2025-04-30,East India,Clothing & Apparel,42
2025-05-01,East India,Clothing & Apparel,34
2025-05-02,East India,Clothing & Apparel,35
2025-05-03,East India,Clothing & Apparel,47
2025-05-04,East India,Clothing & Apparel,35
2025-05-05,East India,Clothing & Apparel,33
2025-05-06,East India,Clothing & Apparel,40
2025-05-07,East India,Clothing & Apparel,38
2025-05-08,East India,Clothing & Apparel,35
2025-05-09,East India,Clothing & Apparel,37
2025-05-10,East India,Clothing & Apparel,34
2025-05-11,East India,Clothing & Apparel,43
2025-05-12,East India,Clothing & Apparel,46
2025-05-13,East India,Clothing & Apparel,42
2025-05-14,East India,Clothing & Apparel,48
2025-05-15,East India,Clothing & Apparel,42
2025-05-16,East India,Clothing & Apparel,40
2025-05-17,East India,Clothing & Apparel,36
2025-05-18,East India,Clothing & Apparel,34
2025-05-19,East India,Clothing & Apparel,46
2025-05-20,East India,Clothing & Apparel,42
2025-05-21,East India,Clothing & Apparel,48
2025-05-22,East India,Clothing & Apparel,46
2025-05-23,East India,Clothing & Apparel,41
2025-05-24,East India,Clothing & Apparel,35
2025-05-25,East India,Clothing & Apparel,35
2025-05-26,East India,Clothing & Apparel,34
2025-05-27,East India,Clothing & Apparel,37
2025-05-28,East India,Clothing & Apparel,44
2025-05-29,East India,Clothing & Apparel,40
2025-05-30,East India,Clothing & Apparel,44
2025-05-31,East India,Clothing & Apparel,48
2025-06-01,East India,Clothing & Apparel,35
2025-06-02,East India,Clothing & Apparel,38
2025-06-03,East India,Clothing & Apparel,36
2025-06-04,East India,Clothing & Apparel,31
2025-06-05,East India,Clothing & Apparel,36
2025-06-06,East India,Clothing & Apparel,41
2025-06-07,East India,Clothing & Apparel,44
2025-06-08,East India,Clothing & Apparel,42
2025-06-09,East India,Clothing & Apparel,44
2025-06-10,East India,Clothing & Apparel,44
2025-06-11,East India,Clothing & Apparel,40
2025-06-12,East India,Clothing & Apparel,32
2025-06-13,East India,Clothing & Apparel,41
2025-06-14,East India,Clothing & Apparel,42
2025-06-15,East India,Clothing & Apparel,31
2025-06-16,East India,Clothing & Apparel,46
2025-06-17,East India,Clothing & Apparel,44
2025-06-18,East India,Clothing & Apparel,41
2025-06-19,East India,Clothing & Apparel,33
2025-06-20,East India,Clothing & Apparel,38
2025-06-21,East India,Clothing & Apparel,34
2025-06-22,East India,Clothing & Apparel,42
2025-06-23,East India,Clothing & Apparel,45
2025-06-24,East India,Clothing & Apparel,36
2025-06-25,East India,Clothing & Apparel,42
2025-06-26,East India,Clothing & Apparel,34
2025-06-27,East India,Clothing & Apparel,45
2025-06-28,East India,Clothing & Apparel,40
2025-06-29,East India,Clothing & Apparel,45
2025-06-30,East India,Clothing & Apparel,44
2025-07-01,East India,Clothing & Apparel,46
2025-07-02,East India,Clothing & Apparel,50
2025-07-03,East India,Clothing & Apparel,42
2025-07-04,East India,Clothing & Apparel,51
2025-07-05,East India,Clothing & Apparel,43
2025-07-06,East India,Clothing & Apparel,39
2025-07-07,East India,Clothing & Apparel,46
2025-07-08,East India,Clothing & Apparel,49
2025-07-09,East India,Clothing & Apparel,41
2025-07-10,East India,Clothing & Apparel,41
2025-07-11,East India,Clothing & Apparel,51
2025-07-12,East India,Clothing & Apparel,39
2025-07-13,East India,Clothing & Apparel,35
2025-07-14,East India,Clothing & Apparel,43
2025-07-15,East India,Clothing & Apparel,40
2025-07-16,East India,Clothing & Apparel,45
2025-07-17,East India,Clothing & Apparel,42
2025-07-18,East India,Clothing & Apparel,42
2025-07-19,East India,Clothing & Apparel,51
2025-07-20,East India,Clothing & Apparel,48
2025-07-21,East India,Clothing & Apparel,39
2025-07-22,East India,Clothing & Apparel,51
2025-07-23,East India,Clothing & Apparel,43
2025-07-24,East India,Clothing & Apparel,46
2025-07-25,East India,Clothing & Apparel,42
2025-07-26,East India,Clothing & Apparel,37
2025-07-27,East India,Clothing & Apparel,51
2025-07-28,East India,Clothing & Apparel,45
2025-07-29,East India,Clothing & Apparel,46
2025-07-30,East India,Clothing & Apparel,39
2025-07-31,East India,Clothing & Apparel,39
2025-08-01,East India,Clothing & Apparel,66
2025-08-02,East India,Clothing & Apparel,47
2025-08-03,East India,Clothing & Apparel,48
2025-08-04,East India,Clothing & Apparel,53
2025-08-05,East India,Clothing & Apparel,61
2025-08-06,East India,Clothing & Apparel,48
2025-08-07,East India,Clothing & Apparel,54
2025-08-08,East India,Clothing & Apparel,57
2025-08-09,East India,Clothing & Apparel,62
2025-08-10,East India,Clothing & Apparel,47
2025-08-11,East India,Clothing & Apparel,53
2025-08-12,East India,Clothing & Apparel,55
2025-08-13,East India,Clothing & Apparel,53
2025-08-14,East India,Clothing & Apparel,67
2025-08-15,East India,Clothing & Apparel,62
2025-08-16,East India,Clothing & Apparel,65
2025-08-17,East India,Clothing & Apparel,50
2025-08-18,East India,Clothing & Apparel,49
2025-08-19,East India,Clothing & Apparel,53
2025-08-20,East India,Clothing & Apparel,70
2025-08-21,East India,Clothing & Apparel,51
2025-08-22,East India,Clothing & Apparel,60
2025-08-23,East India,Clothing & Apparel,49
2025-08-24,East India,Clothing & Apparel,52
2025-08-25,East India,Clothing & Apparel,58
2025-08-26,East India,Clothing & Apparel,55
2025-08-27,East India,Clothing & Apparel,66
2025-08-28,East India,Clothing & Apparel,62
2025-08-29,East India,Clothing & Apparel,57
2025-08-30,East India,Clothing & Apparel,69
2025-08-31,East India,Clothing & Apparel,49
2025-09-01,East India,Clothing & Apparel,47
2025-09-02,East India,Clothing & Apparel,48
2025-09-03,East India,Clothing & Apparel,48
2025-09-04,East India,Clothing & Apparel,53
2025-09-05,East India,Clothing & Apparel,55
2025-09-06,East India,Clothing & Apparel,48
2025-09-07,East India,Clothing & Apparel,53
2025-09-08,East India,Clothing & Apparel,56
2025-09-09,East India,Clothing & Apparel,46
2025-09-10,East India,Clothing & Apparel,44
2025-09-11,East India,Clothing & Apparel,53
2025-09-12,East India,Clothing & Apparel,48
2025-09-13,East India,Clothing & Apparel,43
2025-09-14,East India,Clothing & Apparel,53
2025-09-15,East India,Clothing & Apparel,54
2025-09-16,East India,Clothing & Apparel,53
2025-09-17,East India,Clothing & Apparel,49
2025-09-18,East India,Clothing & Apparel,60
2025-09-19,East India,Clothing & Apparel,50
2025-09-20,East India,Clothing & Apparel,44
2025-09-21,East India,Clothing & Apparel,51
2025-09-22,East India,Clothing & Apparel,48
2025-09-23,East India,Clothing & Apparel,61
2025-09-24,East India,Clothing & Apparel,56
2025-09-25,East India,Clothing & Apparel,51
2025-09-26,East India,Clothing & Apparel,50
2025-09-27,East India,Clothing & Apparel,50
2025-09-28,East India,Clothing & Apparel,50
2025-09-29,East India,Clothing & Apparel,42
2025-09-30,East India,Clothing & Apparel,53
2025-10-01,East India,Clothing & Apparel,75
2025-10-02,East India,Clothing & Apparel,61
2025-10-03,East India,Clothing & Apparel,69
2025-10-04,East India,Clothing & Apparel,66
2025-10-05,East India,Clothing & Apparel,58
2025-10-06,East India,Clothing & Apparel,57
2025-10-07,East India,Clothing & Apparel,63
2025-10-08,East India,Clothing & Apparel,54
2025-10-09,East India,Clothing & Apparel,64
2025-10-10,East India,Clothing & Apparel,65
2025-10-11,East India,Clothing & Apparel,58
2025-10-12,East India,Clothing & Apparel,69
2025-10-13,East India,Clothing & Apparel,60
2025-10-14,East India,Clothing & Apparel,61
2025-10-15,East India,Clothing & Apparel,51
2025-10-16,East India,Clothing & Apparel,71
2025-10-17,East India,Clothing & Apparel,72
2025-10-18,East India,Clothing & Apparel,62
2025-10-19,East India,Clothing & Apparel,52
2025-10-20,East India,Clothing & Apparel,52
2025-10-21,East India,Clothing & Apparel,71
2025-10-22,East India,Clothing & Apparel,67
2025-10-23,East India,Clothing & Apparel,59
2025-10-24,East India,Clothing & Apparel,53
2025-10-25,East India,Clothing & Apparel,58
2025-10-26,East India,Clothing & Apparel,63
2025-10-27,East India,Clothing & Apparel,59
2025-10-28,East India,Clothing & Apparel,52
2025-10-29,East India,Clothing & Apparel,69
2025-10-30,East India,Clothing & Apparel,67
2025-10-31,East India,Clothing & Apparel,69
2025-11-01,East India,Clothing & Apparel,55
2025-11-02,East India,Clothing & Apparel,60
2025-11-03,East India,Clothing & Apparel,58
2025-11-04,East India,Clothing & Apparel,74
2025-11-05,East India,Clothing & Apparel,67
2025-11-06,East India,Clothing & Apparel,60
2025-11-07,East India,Clothing & Apparel,72
2025-11-08,East India,Clothing & Apparel,77
2025-11-09,East India,Clothing & Apparel,62
2025-11-10,East India,Clothing & Apparel,62
2025-11-11,East India,Clothing & Apparel,81
2025-11-12,East India,Clothing & Apparel,54
2025-11-13,East India,Clothing & Apparel,67
2025-11-14,East India,Clothing & Apparel,73
2025-11-15,East India,Clothing & Apparel,57
2025-11-16,East India,Clothing & Apparel,54
2025-11-17,East India,Clothing & Apparel,70
2025-11-18,East India,Clothing & Apparel,57
2025-11-19,East India,Clothing & Apparel,57
2025-11-20,East India,Clothing & Apparel,60
2025-11-21,East India,Clothing & Apparel,67
2025-11-22,East India,Clothing & Apparel,76
2025-11-23,East India,Clothing & Apparel,66
2025-11-24,East India,Clothing & Apparel,56
2025-11-25,East India,Clothing & Apparel,57
2025-11-26,East India,Clothing & Apparel,65
2025-11-27,East India,Clothing & Apparel,81
2025-11-28,East India,Clothing & Apparel,76
2025-11-29,East India,Clothing & Apparel,77
2025-11-30,East India,Clothing & Apparel,69
2025-12-01,East India,Clothing & Apparel,61
2025-12-02,East India,Clothing & Apparel,58
2025-12-03,East India,Clothing & Apparel,62
2025-12-04,East India,Clothing & Apparel,57
2025-12-05,East India,Clothing & Apparel,53
2025-12-06,East India,Clothing & Apparel,57
2025-12-07,East India,Clothing & Apparel,47
2025-12-08,East India,Clothing & Apparel,61
2025-12-09,East India,Clothing & Apparel,57
2025-12-10,East India,Clothing & Apparel,47
2025-12-11,East India,Clothing & Apparel,59
2025-12-12,East India,Clothing & Apparel,55
2025-12-13,East India,Clothing & Apparel,53
2025-12-14,East India,Clothing & Apparel,49
2025-12-15,East India,Clothing & Apparel,58
2025-12-16,East India,Clothing & Apparel,64
2025-12-17,East India,Clothing & Apparel,54
2025-12-18,East India,Clothing & Apparel,58
2025-12-19,East India,Clothing & Apparel,52
2025-12-20,East India,Clothing & Apparel,58
2025-12-21,East India,Clothing & Apparel,46
2025-12-22,East India,Clothing & Apparel,52
2025-12-23,East India,Clothing & Apparel,52
2025-12-24,East India,Clothing & Apparel,44
2025-12-25,East India,Clothing & Apparel,53
2025-12-26,East India,Clothing & Apparel,55
2025-12-27,East India,Clothing & Apparel,43
2025-12-28,East India,Clothing & Apparel,50
2025-12-29,East India,Clothing & Apparel,57
2025-12-30,East India,Clothing & Apparel,62
2025-12-31,East India,Clothing & Apparel,57
2025-01-01,East India,Electronics & Appliances,21
2025-01-02,East India,Electronics & Appliances,31
2025-01-03,East India,Electronics & Appliances,31
2025-01-04,East India,Electronics & Appliances,26
2025-01-05,East India,Electronics & Appliances,29
2025-01-06,East India,Electronics & Appliances,24
2025-01-07,East India,Electronics & Appliances,31
2025-01-08,East India,Electronics & Appliances,25
2025-01-09,East India,Electronics & Appliances,30
2025-01-10,East India,Electronics & Appliances,26
2025-01-11,East India,Electronics & Appliances,25
2025-01-12,East India,Electronics & Appliances,28
2025-01-13,East India,Electronics & Appliances,25
2025-01-14,East India,Electronics & Appliances,22
2025-01-15,East India,Electronics & Appliances,28
2025-01-16,East India,Electronics & Appliances,25
2025-01-17,East India,Electronics & Appliances,29
2025-01-18,East India,Electronics & Appliances,25
2025-01-19,East India,Electronics & Appliances,29
2025-01-20,East India,Electronics & Appliances,29
2025-01-21,East India,Electronics & Appliances,24
2025-01-22,East India,Electronics & Appliances,29
2025-01-23,East India,Electronics & Appliances,24
2025-01-24,East India,Electronics & Appliances,25
2025-01-25,East India,Electronics & Appliances,31
2025-01-26,East India,Electronics & Appliances,28
2025-01-27,East India,Electronics & Appliances,25
2025-01-28,East India,Electronics & Appliances,26
2025-01-29,East India,Electronics & Appliances,28
2025-01-30,East India,Electronics & Appliances,27
2025-01-31,East India,Electronics & Appliances,31
2025-02-01,East India,Electronics & Appliances,26
2025-02-02,East India,Electronics & Appliances,24
2025-02-03,East India,Electronics & Appliances,20
2025-02-04,East India,Electronics & Appliances,22
2025-02-05,East India,Electronics & Appliances,28
2025-02-06,East India,Electronics & Appliances,22
2025-02-07,East India,Electronics & Appliances,25
2025-02-08,East India,Electronics & Appliances,23
2025-02-09,East India,Electronics & Appliances,19
2025-02-10,East India,Electronics & Appliances,27
2025-02-11,East India,Electronics & Appliances,21
2025-02-12,East India,Electronics & Appliances,20
2025-02-13,East India,Electronics & Appliances,20
2025-02-14,East India,Electronics & Appliances,28
2025-02-15,East India,Electronics & Appliances,24
2025-02-16,East India,Electronics & Appliances,26
2025-02-17,East India,Electronics & Appliances,28
2025-02-18,East India,Electronics & Appliances,27
2025-02-19,East India,Electronics & Appliances,26
2025-02-20,East India,Electronics & Appliances,21
2025-02-21,East India,Electronics & Appliances,28
2025-02-22,East India,Electronics & Appliances,21
2025-02-23,East India,Electronics & Appliances,27
2025-02-24,East India,Electronics & Appliances,26
2025-02-25,East India,Electronics & Appliances,23
2025-02-26,East India,Electronics & Appliances,20
2025-02-27,East India,Electronics & Appliances,25
2025-02-28,East India,Electronics & Appliances,20
2025-03-01,East India,Electronics & Appliances,31
2025-03-02,East India,Electronics & Appliances,23
2025-03-03,East India,Electronics & Appliances,30
2025-03-04,East India,Electronics & Appliances,29
2025-03-05,East India,Electronics & Appliances,31
2025-03-06,East India,Electronics & Appliances,32
2025-03-07,East India,Electronics & Appliances,26
2025-03-08,East India,Electronics & Appliances,30
2025-03-09,East India,Electronics & Appliances,26
2025-03-10,East India,Electronics & Appliances,33
2025-03-11,East India,Electronics & Appliances,28
2025-03-12,East India,Electronics & Appliances,24
2025-03-13,East India,Electronics & Appliances,25
2025-03-14,East India,Electronics & Appliances,27
2025-03-15,East India,Electronics & Appliances,25
2025-03-16,East India,Electronics & Appliances,24
2025-03-17,East India,Electronics & Appliances,24
2025-03-18,East India,Electronics & Appliances,31
2025-03-19,East India,Electronics & Appliances,31
2025-03-20,East India,Electronics & Appliances,24
2025-03-21,East India,Electronics & Appliances,28
2025-03-22,East India,Electronics & Appliances,29
2025-03-23,East India,Electronics & Appliances,29
2025-03-24,East India,Electronics & Appliances,24
2025-03-25,East India,Electronics & Appliances,31
2025-03-26,East India,Electronics & Appliances,32
2025-03-27,East India,Electronics & Appliances,26
2025-03-28,East India,Electronics & Appliances,26
2025-03-29,East India,Electronics & Appliances,28
2025-03-30,East India,Electronics & Appliances,23
2025-03-31,East India,Electronics & Appliances,24
2025-04-01,East India,Electronics & Appliances,27
2025-04-02,East India,Electronics & Appliances,29
2025-04-03,East India,Electronics & Appliances,26
2025-04-04,East India,Electronics & Appliances,25
2025-04-05,East India,Electronics & Appliances,28
2025-04-06,East India,Electronics & Appliances,26
2025-04-07,East India,Electronics & Appliances,25
2025-04-08,East India,Electronics & Appliances,24
2025-04-09,East India,Electronics & Appliances,26
2025-04-10,East India,Electronics & Appliances,26
2025-04-11,East India,Electronics & Appliances,21
2025-04-12,East India,Electronics & Appliances,21
2025-04-13,East India,Electronics & Appliances,24
2025-04-14,East India,Electronics & Appliances,24
2025-04-15,East India,Electronics & Appliances,21
2025-04-16,East India,Electronics & Appliances,21
2025-04-17,East India,Electronics & Appliances,28
2025-04-18,East India,Electronics & Appliances,23
2025-04-19,East India,Electronics & Appliances,21
2025-04-20,East India,Electronics & Appliances,22
2025-04-21,East India,Electronics & Appliances,26
2025-04-22,East India,Electronics & Appliances,23
2025-04-23,East India,Electronics & Appliances,22
2025-04-24,East India,Electronics & Appliances,29
2025-04-25,East India,Electronics & Appliances,29
2025-04-26,East India,Electronics & Appliances,23
2025-04-27,East India,Electronics & Appliances,27
2025-04-28,East India,Electronics & Appliances,21
2025-04-29,East India,Electronics & Appliances,29
2025-04-30,East India,Electronics & Appliances,30
2025-05-01,East India,Electronics & Appliances,19
2025-05-02,East India,Electronics & Appliances,23
2025-05-03,East India,Electronics & Appliances,26
2025-05-04,East India,Electronics & Appliances,26
2025-05-05,East India,Electronics & Appliances,23
2025-05-06,East India,Electronics & Appliances,22
2025-05-07,East India,Electronics & Appliances,19
2025-05-08,East India,Electronics & Appliances,24
2025-05-09,East India,Electronics & Appliances,19
2025-05-10,East India,Electronics & Appliances,22
2025-05-11,East India,Electronics & Appliances,26
2025-05-12,East India,Electronics & Appliances,20
2025-05-13,East India,Electronics & Appliances,18
2025-05-14,East India,Electronics & Appliances,21
2025-05-15,East India,Electronics & Appliances,20
2025-05-16,East India,Electronics & Appliances,21
2025-05-17,East India,Electronics & Appliances,25
2025-05-18,East India,Electronics & Appliances,19
2025-05-19,East India,Electronics & Appliances,23
2025-05-20,East India,Electronics & Appliances,25
2025-05-21,East India,Electronics & Appliances,26
2025-05-22,East India,Electronics & Appliances,24
2025-05-23,East India,Electronics & Appliances,26
2025-05-24,East India,Electronics & Appliances,20
2025-05-25,East India,Electronics & Appliances,19
2025-05-26,East India,Electronics & Appliances,27
2025-05-27,East India,Electronics & Appliances,26
2025-05-28,East India,Electronics & Appliances,24
2025-05-29,East India,Electronics & Appliances,25
2025-05-30,East India,Electronics & Appliances,18
2025-05-31,East India,Electronics & Appliances,27
2025-06-01,East India,Electronics & Appliances,25
2025-06-02,East India,Electronics & Appliances,22
2025-06-03,East India,Electronics & Appliances,22
2025-06-04,East India,Electronics & Appliances,18
2025-06-05,East India,Electronics & Appliances,22
2025-06-06,East India,Electronics & Appliances,25
2025-06-07,East India,Electronics & Appliances,19
2025-06-08,East India,Electronics & Appliances,17
2025-06-09,East India,Electronics & Appliances,17
