Date,Category,Sales_Units
2025-06-02,Footwear,17
2025-06-02,Fashion Accessories,10
2025-06-02,Innerwear & Loungewear,10
2025-06-03,Traditional Assamese Wear,7
2025-06-03,Women's Ethnic Wear,19
2025-06-03,Women's Western Wear,20
2025-06-03,Men's Casual Wear,21
2025-06-03,Festive & Party Wear,11
2025-06-03,Winter Wear,1
2025-06-03,Kids Wear,10
2025-06-03,Footwear,31
2025-06-03,Fashion Accessories,17
2025-06-03,Innerwear & Loungewear,11
2025-06-04,Traditional Assamese Wear,13
2025-06-04,Women's Ethnic Wear,13
2025-06-04,Women's Western Wear,22
2025-06-04,Men's Casual Wear,28
2025-06-04,Festive & Party Wear,4
2025-06-04,Winter Wear,3
2025-06-04,Kids Wear,13
2025-06-04,Footwear,25
2025-06-04,Fashion Accessories,24
2025-06-04,Innerwear & Loungewear,18
2025-06-05,Traditional Assamese Wear,19
2025-06-05,Women's Ethnic Wear,19
2025-06-05,Women's Western Wear,30
2025-06-05,Men's Casual Wear,34
2025-06-05,Festive & Party Wear,10
2025-06-05,Winter Wear,2
2025-06-05,Kids Wear,27
2025-06-05,Footwear,17
2025-06-05,Fashion Accessories,13
2025-06-05,Innerwear & Loungewear,22
2025-06-06,Traditional Assamese Wear,14
2025-06-06,Women's Ethnic Wear,23
2025-06-06,Women's Western Wear,28
2025-06-06,Men's Casual Wear,27
2025-06-06,Festive & Party Wear,10
2025-06-06,Winter Wear,3
2025-06-06,Kids Wear,15
2025-06-06,Footwear,25
2025-06-06,Fashion Accessories,11
2025-06-06,Innerwear & Loungewear,11
2025-06-07,Traditional Assamese Wear,11
2025-06-07,Women's Ethnic Wear,17
2025-06-07,Women's Western Wear,20
2025-06-07,Men's Casual Wear,32
2025-06-07,Festive & Party Wear,21
2025-06-07,Winter Wear,1
2025-06-07,Kids Wear,17
2025-06-07,Footwear,15
2025-06-07,Fashion Accessories,19
2025-06-07,Innerwear & Loungewear,15
2025-06-08,Traditional Assamese Wear,6
2025-06-08,Women's Ethnic Wear,15
2025-06-08,Women's Western Wear,26
2025-06-08,Men's Casual Wear,32
2025-06-08,Festive & Party Wear,10
2025-06-08,Winter Wear,6
2025-06-08,Kids Wear,15
2025-06-08,Footwear,18
2025-06-08,Fashion Accessories,15
2025-06-08,Innerwear & Loungewear,14
2025-06-09,Traditional Assamese Wear,12
2025-06-09,Women's Ethnic Wear,20
2025-06-09,Women's Western Wear,25
2025-06-09,Men's Casual Wear,19
2025-06-09,Festive & Party Wear,5
2025-06-09,Winter Wear,7
2025-06-09,Kids Wear,15
2025-06-09,Footwear,20
2025-06-09,Fashion Accessories,19
2025-06-09,Innerwear & Loungewear,19
2025-06-10,Traditional Assamese Wear,9
2025-06-10,Women's Ethnic Wear,6
2025-06-10,Women's Western Wear,17
2025-06-10,Men's Casual Wear,33
2025-06-10,Festive & Party Wear,11
2025-06-10,Winter Wear,3
2025-06-10,Kids Wear,7
2025-06-10,Footwear,23
2025-06-10,Fashion Accessories,10
2025-06-10,Innerwear & Loungewear,14
2025-06-11,Traditional Assamese Wear,18
2025-06-11,Women's Ethnic Wear,17
2025-06-11,Women's Western Wear,27
2025-06-11,Men's Casual Wear,26
2025-06-11,Festive & Party Wear,3
2025-06-11,Winter Wear,2
2025-06-11,Kids Wear,14
2025-06-11,Footwear,21
2025-06-11,Fashion Accessories,12
2025-06-11,Innerwear & Loungewear,16
2025-06-12,Traditional Assamese Wear,15
2025-06-12,Women's Ethnic Wear,24
2025-06-12,Women's Western Wear,23
2025-06-12,Men's Casual Wear,37
2025-06-12,Festive & Party Wear,6
2025-06-12,Winter Wear,5
2025-06-12,Kids Wear,20
2025-06-12,Footwear,23
2025-06-12,Fashion Accessories,9
2025-06-12,Innerwear & Loungewear,15
2025-06-13,Traditional Assamese Wear,12
2025-06-13,Women's Ethnic Wear,18
2025-06-13,Women's Western Wear,26
2025-06-13,Men's Casual Wear,27
2025-06-13,Festive & Party Wear,13
2025-06-13,Winter Wear,3
2025-06-13,Kids Wear,20
2025-06-13,Footwear,20
2025-06-13,Fashion Accessories,14
2025-06-13,Innerwear & Loungewear,20
2025-06-14,Traditional Assamese Wear,13
2025-06-14,Women's Ethnic Wear,17
2025-06-14,Women's Western Wear,27
2025-06-14,Men's Casual Wear,26
2025-06-14,Festive & Party Wear,9
2025-06-14,Winter Wear,2
2025-06-14,Kids Wear,13
2025-06-14,Footwear,22
2025-06-14,Fashion Accessories,13
2025-06-14,Innerwear & Loungewear,15
2025-06-15,Traditional Assamese Wear,17
2025-06-15,Women's Ethnic Wear,30
2025-06-15,Women's Western Wear,29
2025-06-15,Men's Casual Wear,40
2025-06-15,Festive & Party Wear,12
2025-06-15,Winter Wear,3
2025-06-15,Kids Wear,16
2025-06-15,Footwear,23
2025-06-15,Fashion Accessories,16
2025-06-15,Innerwear & Loungewear,14
2025-06-16,Traditional Assamese Wear,11
2025-06-16,Women's Ethnic Wear,19
2025-06-16,Women's Western Wear,15
2025-06-16,Men's Casual Wear,23
2025-06-16,Festive & Party Wear,8
2025-06-16,Winter Wear,2
2025-06-16,Kids Wear,19
2025-06-16,Footwear,19
2025-06-16,Fashion Accessories,17
2025-06-16,Innerwear & Loungewear,16
2025-06-17,Traditional Assamese Wear,7
2025-06-17,Women's Ethnic Wear,18
2025-06-17,Women's Western Wear,14
2025-06-17,Men's Casual Wear,28
2025-06-17,Festive & Party Wear,5
2025-06-17,Winter Wear,1
2025-06-17,Kids Wear,13
2025-06-17,Footwear,19
2025-06-17,Fashion Accessories,13
2025-06-17,Innerwear & Loungewear,12
2025-06-18,Traditional Assamese Wear,9
2025-06-18,Women's Ethnic Wear,18
2025-06-18,Women's Western Wear,33
2025-06-18,Men's Casual Wear,29
2025-06-18,Festive & Party Wear,8
2025-06-18,Winter Wear,1
2025-06-18,Kids Wear,27
2025-06-18,Footwear,21
2025-06-18,Fashion Accessories,13
2025-06-18,Innerwear & Loungewear,18
2025-06-19,Traditional Assamese Wear,13
2025-06-19,Women's Ethnic Wear,21
2025-06-19,Women's Western Wear,27
2025-06-19,Men's Casual Wear,25
2025-06-19,Festive & Party Wear,12
2025-06-19,Winter Wear,7
2025-06-19,Kids Wear,13
2025-06-19,Footwear,17
2025-06-19,Fashion Accessories,11
2025-06-19,Innerwear & Loungewear,9
2025-06-20,Traditional Assamese Wear,6
2025-06-20,Women's Ethnic Wear,19
2025-06-20,Women's Western Wear,25
2025-06-20,Men's Casual Wear,29
2025-06-20,Festive & Party Wear,7
2025-06-20,Winter Wear,6
2025-06-20,Kids Wear,12
2025-06-20,Footwear,19
2025-06-20,Fashion Accessories,22
2025-06-20,Innerwear & Loungewear,24
2025-06-21,Traditional Assamese Wear,18
2025-06-21,Women's Ethnic Wear,8
2025-06-21,Women's Western Wear,28
2025-06-21,Men's Casual Wear,33
2025-06-21,Festive & Party Wear,11
2025-06-21,Winter Wear,1
2025-06-21,Kids Wear,13
2025-06-21,Footwear,25
2025-06-21,Fashion Accessories,21
2025-06-21,Innerwear & Loungewear,16
2025-06-22,Traditional Assamese Wear,9
2025-06-22,Women's Ethnic Wear,12
2025-06-22,Women's Western Wear,17
2025-06-22,Men's Casual Wear,23
2025-06-22,Festive & Party Wear,4
2025-06-22,Winter Wear,6
2025-06-22,Kids Wear,21
2025-06-22,Footwear,28
2025-06-22,Fashion Accessories,18
2025-06-22,Innerwear & Loungewear,13
2025-06-23,Traditional Assamese Wear,11
2025-06-23,Women's Ethnic Wear,17
2025-06-23,Women's Western Wear,21
2025-06-23,Men's Casual Wear,17
2025-06-23,Festive & Party Wear,5
2025-06-23,Winter Wear,6
2025-06-23,Kids Wear,13
2025-06-23,Footwear,15
2025-06-23,Fashion Accessories,13
2025-06-23,Innerwear & Loungewear,8
2025-06-24,Traditional Assamese Wear,13
2025-06-24,Women's Ethnic Wear,14
2025-06-24,Women's Western Wear,27
2025-06-24,Men's Casual Wear,36
2025-06-24,Festive & Party Wear,18
2025-06-24,Winter Wear,2
2025-06-24,Kids Wear,16
2025-06-24,Footwear,16
2025-06-24,Fashion Accessories,12
2025-06-24,Innerwear & Loungewear,15
2025-06-25,Traditional Assamese Wear,9
2025-06-25,Women's Ethnic Wear,11
2025-06-25,Women's Western Wear,21
2025-06-25,Men's Casual Wear,37
2025-06-25,Festive & Party Wear,11
2025-06-25,Winter Wear,1
2025-06-25,Kids Wear,20
2025-06-25,Footwear,21
2025-06-25,Fashion Accessories,16
2025-06-25,Innerwear & Loungewear,12
2025-06-26,Traditional Assamese Wear,15
2025-06-26,Women's Ethnic Wear,13
2025-06-26,Women's Western Wear,26
2025-06-26,Men's Casual Wear,30
2025-06-26,Festive & Party Wear,16
2025-06-26,Winter Wear,1
2025-06-26,Kids Wear,22
2025-06-26,Footwear,24
2025-06-26,Fashion Accessories,6
2025-06-26,Innerwear & Loungewear,22
2025-06-27,Traditional Assamese Wear,21
2025-06-27,Women's Ethnic Wear,25
2025-06-27,Women's Western Wear,31
2025-06-27,Men's Casual Wear,31
2025-06-27,Festive & Party Wear,6
2025-06-27,Winter Wear,3
2025-06-27,Kids Wear,12
2025-06-27,Footwear,22
2025-06-27,Fashion Accessories,16
2025-06-27,Innerwear & Loungewear,10
2025-06-28,Traditional Assamese Wear,11
2025-06-28,Women's Ethnic Wear,23
2025-06-28,Women's Western Wear,38
2025-06-28,Men's Casual Wear,35
2025-06-28,Festive & Party Wear,12
2025-06-28,Winter Wear,4
2025-06-28,Kids Wear,20
2025-06-28,Footwear,24
2025-06-28,Fashion Accessories,18
2025-06-28,Innerwear & Loungewear,9
2025-06-29,Traditional Assamese Wear,12
2025-06-29,Women's Ethnic Wear,14
2025-06-29,Women's Western Wear,41
2025-06-29,Men's Casual Wear,32
2025-06-29,Festive & Party Wear,9
2025-06-29,Winter Wear,4
2025-06-29,Kids Wear,25
2025-06-29,Footwear,21
2025-06-29,Fashion Accessories,11
2025-06-29,Innerwear & Loungewear,18
2025-06-30,Traditional Assamese Wear,5
2025-06-30,Women's Ethnic Wear,18
2025-06-30,Women's Western Wear,19
2025-06-30,Men's Casual Wear,21
2025-06-30,Festive & Party Wear,10
2025-06-30,Winter Wear,3
2025-06-30,Kids Wear,11
2025-06-30,Footwear,24
2025-06-30,Fashion Accessories,13
2025-06-30,Innerwear & Loungewear,12
2025-07-01,Traditional Assamese Wear,10
2025-07-01,Women's Ethnic Wear,9
2025-07-01,Women's Western Wear,32
2025-07-01,Men's Casual Wear,29
2025-07-01,Festive & Party Wear,13
2025-07-01,Winter Wear,2
2025-07-01,Kids Wear,23
2025-07-01,Footwear,10
2025-07-01,Fashion Accessories,11
2025-07-01,Innerwear & Loungewear,16
2025-07-02,Traditional Assamese Wear,11
2025-07-02,Women's Ethnic Wear,23
2025-07-02,Women's Western Wear,26
2025-07-02,Men's Casual Wear,19
2025-07-02,Festive & Party Wear,9
2025-07-02,Winter Wear,3
2025-07-02,Kids Wear,20
2025-07-02,Footwear,20
2025-07-02,Fashion Accessories,15
2025-07-02,Innerwear & Loungewear,19
2025-07-03,Traditional Assamese Wear,12
2025-07-03,Women's Ethnic Wear,12
2025-07-03,Women's Western Wear,28
2025-07-03,Men's Casual Wear,19
2025-07-03,Festive & Party Wear,8
2025-07-03,Winter Wear,4
2025-07-03,Kids Wear,21
2025-07-03,Footwear,17
2025-07-03,Fashion Accessories,11
2025-07-03,Innerwear & Loungewear,6
2025-07-04,Traditional Assamese Wear,11
2025-07-04,Women's Ethnic Wear,14
2025-07-04,Women's Western Wear,24
2025-07-04,Men's Casual Wear,31
2025-07-04,Festive & Party Wear,12
2025-07-04,Winter Wear,7
2025-07-04,Kids Wear,17
2025-07-04,Footwear,15
2025-07-04,Fashion Accessories,17
2025-07-04,Innerwear & Loungewear,17
2025-07-05,Traditional Assamese Wear,14
2025-07-05,Women's Ethnic Wear,26
2025-07-05,Women's Western Wear,27
2025-07-05,Men's Casual Wear,28
2025-07-05,Festive & Party Wear,8
2025-07-05,Winter Wear,5
2025-07-05,Kids Wear,16
2025-07-05,Footwear,29
2025-07-05,Fashion Accessories,18
2025-07-05,Innerwear & Loungewear,14
2025-07-06,Traditional Assamese Wear,17
2025-07-06,Women's Ethnic Wear,19
2025-07-06,Women's Western Wear,24
2025-07-06,Men's Casual Wear,24
2025-07-06,Festive & Party Wear,8
2025-07-06,Winter Wear,4
2025-07-06,Kids Wear,17
2025-07-06,Footwear,25
2025-07-06,Fashion Accessories,11
2025-07-06,Innerwear & Loungewear,16
2025-07-07,Traditional Assamese Wear,6
2025-07-07,Women's Ethnic Wear,9
2025-07-07,Women's Western Wear,17
2025-07-07,Men's Casual Wear,21
2025-07-07,Festive & Party Wear,13
2025-07-07,Winter Wear,3
2025-07-07,Kids Wear,14
2025-07-07,Footwear,22
2025-07-07,Fashion Accessories,14
2025-07-07,Innerwear & Loungewear,17
2025-07-08,Traditional Assamese Wear,9
2025-07-08,Women's Ethnic Wear,12
2025-07-08,Women's Western Wear,21
2025-07-08,Men's Casual Wear,20
2025-07-08,Festive & Party Wear,8
2025-07-08,Winter Wear,2
2025-07-08,Kids Wear,20
2025-07-08,Footwear,18
2025-07-08,Fashion Accessories,14
2025-07-08,Innerwear & Loungewear,13
2025-07-09,Traditional Assamese Wear,9
2025-07-09,Women's Ethnic Wear,15
2025-07-09,Women's Western Wear,27
2025-07-09,Men's Casual Wear,24
2025-07-09,Festive & Party Wear,11
2025-07-09,Winter Wear,4
2025-07-09,Kids Wear,18
2025-07-09,Footwear,16
2025-07-09,Fashion Accessories,15
2025-07-09,Innerwear & Loungewear,14
2025-07-10,Traditional Assamese Wear,14
2025-07-10,Women's Ethnic Wear,26
2025-07-10,Women's Western Wear,12
2025-07-10,Men's Casual Wear,23
2025-07-10,Festive & Party Wear,4
2025-07-10,Winter Wear,4
2025-07-10,Kids Wear,17
2025-07-10,Footwear,16
2025-07-10,Fashion Accessories,15
2025-07-10,Innerwear & Loungewear,9
2025-07-11,Traditional Assamese Wear,14
2025-07-11,Women's Ethnic Wear,26
2025-07-11,Women's Western Wear,18
2025-07-11,Men's Casual Wear,30
2025-07-11,Festive & Party Wear,11
2025-07-11,Winter Wear,2
2025-07-11,Kids Wear,14
2025-07-11,Footwear,10
2025-07-11,Fashion Accessories,11
2025-07-11,Innerwear & Loungewear,15
2025-07-12,Traditional Assamese Wear,14
2025-07-12,Women's Ethnic Wear,19
2025-07-12,Women's Western Wear,29
2025-07-12,Men's Casual Wear,32
2025-07-12,Festive & Party Wear,6
2025-07-12,Winter Wear,5
2025-07-12,Kids Wear,18
2025-07-12,Footwear,27
2025-07-12,Fashion Accessories,27
2025-07-12,Innerwear & Loungewear,25
2025-07-13,Traditional Assamese Wear,4
2025-07-13,Women's Ethnic Wear,18
2025-07-13,Women's Western Wear,28
2025-07-13,Men's Casual Wear,31
2025-07-13,Festive & Party Wear,15
2025-07-13,Winter Wear,3
2025-07-13,Kids Wear,24
2025-07-13,Footwear,19
2025-07-13,Fashion Accessories,24
2025-07-13,Innerwear & Loungewear,19
2025-07-14,Traditional Assamese Wear,19
2025-07-14,Women's Ethnic Wear,12
2025-07-14,Women's Western Wear,19
2025-07-14,Men's Casual Wear,30
2025-07-14,Festive & Party Wear,18
2025-07-14,Winter Wear,3
2025-07-14,Kids Wear,13
2025-07-14,Footwear,16
2025-07-14,Fashion Accessories,11
2025-07-14,Innerwear & Loungewear,11
2025-07-15,Traditional Assamese Wear,8
2025-07-15,Women's Ethnic Wear,20
2025-07-15,Women's Western Wear,19
2025-07-15,Men's Casual Wear,19
2025-07-15,Festive & Party Wear,5
2025-07-15,Winter Wear,3
2025-07-15,Kids Wear,18
2025-07-15,Footwear,18
2025-07-15,Fashion Accessories,14
2025-07-15,Innerwear & Loungewear,11
2025-07-16,Traditional Assamese Wear,11
2025-07-16,Women's Ethnic Wear,20
2025-07-16,Women's Western Wear,24
2025-07-16,Men's Casual Wear,21
2025-07-16,Festive & Party Wear,8
2025-07-16,Winter Wear,6
2025-07-16,Kids Wear,13
2025-07-16,Footwear,12
2025-07-16,Fashion Accessories,11
2025-07-16,Innerwear & Loungewear,19
2025-07-17,Traditional Assamese Wear,13
2025-07-17,Women's Ethnic Wear,16
2025-07-17,Women's Western Wear,23
2025-07-17,Men's Casual Wear,35
2025-07-17,Festive & Party Wear,12
2025-07-17,Winter Wear,2
2025-07-17,Kids Wear,12
2025-07-17,Footwear,28
2025-07-17,Fashion Accessories,18
2025-07-17,Innerwear & Loungewear,18
2025-07-18,Traditional Assamese Wear,9
2025-07-18,Women's Ethnic Wear,28
2025-07-18,Women's Western Wear,28
2025-07-18,Men's Casual Wear,31
2025-07-18,Festive & Party Wear,11
2025-07-18,Winter Wear,2
2025-07-18,Kids Wear,9
2025-07-18,Footwear,21
2025-07-18,Fashion Accessories,11
2025-07-18,Innerwear & Loungewear,13
2025-07-19,Traditional Assamese Wear,21
2025-07-19,Women's Ethnic Wear,25
2025-07-19,Women's Western Wear,28
2025-07-19,Men's Casual Wear,25
2025-07-19,Festive & Party Wear,9
2025-07-19,Winter Wear,2
2025-07-19,Kids Wear,19
2025-07-19,Footwear,19
2025-07-19,Fashion Accessories,17
2025-07-19,Innerwear & Loungewear,14
2025-07-20,Traditional Assamese Wear,14
2025-07-20,Women's Ethnic Wear,16
2025-07-20,Women's Western Wear,23
2025-07-20,Men's Casual Wear,18
2025-07-20,Festive & Party Wear,8
2025-07-20,Winter Wear,5
2025-07-20,Kids Wear,18
2025-07-20,Footwear,13
2025-07-20,Fashion Accessories,9
2025-07-20,Innerwear & Loungewear,14
2025-07-21,Traditional Assamese Wear,9
2025-07-21,Women's Ethnic Wear,16
2025-07-21,Women's Western Wear,17
2025-07-21,Men's Casual Wear,22
2025-07-21,Festive & Party Wear,9
2025-07-21,Winter Wear,2
2025-07-21,Kids Wear,15
2025-07-21,Footwear,13
2025-07-21,Fashion Accessories,16
2025-07-21,Innerwear & Loungewear,10
2025-07-22,Traditional Assamese Wear,13
2025-07-22,Women's Ethnic Wear,17
2025-07-22,Women's Western Wear,24
2025-07-22,Men's Casual Wear,27
2025-07-22,Festive & Party Wear,9
2025-07-22,Winter Wear,5
2025-07-22,Kids Wear,14
2025-07-22,Footwear,23
2025-07-22,Fashion Accessories,17
2025-07-22,Innerwear & Loungewear,20
2025-07-23,Traditional Assamese Wear,9
2025-07-23,Women's Ethnic Wear,23
2025-07-23,Women's Western Wear,24
2025-07-23,Men's Casual Wear,32
2025-07-23,Festive & Party Wear,14
2025-07-23,Winter Wear,4
2025-07-23,Kids Wear,13
2025-07-23,Footwear,16
2025-07-23,Fashion Accessories,14
2025-07-23,Innerwear & Loungewear,21
2025-07-24,Traditional Assamese Wear,15
2025-07-24,Women's Ethnic Wear,15
2025-07-24,Women's Western Wear,27
2025-07-24,Men's Casual Wear,27
2025-07-24,Festive & Party Wear,12
2025-07-24,Winter Wear,4
2025-07-24,Kids Wear,11
2025-07-24,Footwear,18
2025-07-24,Fashion Accessories,17
2025-07-24,Innerwear & Loungewear,20
2025-07-25,Traditional Assamese Wear,10
2025-07-25,Women's Ethnic Wear,22
2025-07-25,Women's Western Wear,28
2025-07-25,Men's Casual Wear,26
2025-07-25,Festive & Party Wear,10
2025-07-25,Winter Wear,9
2025-07-25,Kids Wear,15
2025-07-25,Footwear,21
2025-07-25,Fashion Accessories,14
2025-07-25,Innerwear & Loungewear,19
2025-07-26,Traditional Assamese Wear,14
2025-07-26,Women's Ethnic Wear,22
2025-07-26,Women's Western Wear,23
2025-07-26,Men's Casual Wear,31
2025-07-26,Festive & Party Wear,16
2025-07-26,Winter Wear,3
2025-07-26,Kids Wear,24
2025-07-26,Footwear,18
2025-07-26,Fashion Accessories,20
2025-07-26,Innerwear & Loungewear,16
2025-07-27,Traditional Assamese Wear,20
2025-07-27,Women's Ethnic Wear,23
2025-07-27,Women's Western Wear,29
2025-07-27,Men's Casual Wear,29
2025-07-27,Festive & Party Wear,8
2025-07-27,Winter Wear,4
2025-07-27,Kids Wear,19
2025-07-27,Footwear,23
2025-07-27,Fashion Accessories,15
2025-07-27,Innerwear & Loungewear,27
2025-07-28,Traditional Assamese Wear,11
2025-07-28,Women's Ethnic Wear,20
2025-07-28,Women's Western Wear,17
2025-07-28,Men's Casual Wear,28
2025-07-28,Festive & Party Wear,6
2025-07-28,Winter Wear,2
2025-07-28,Kids Wear,12
2025-07-28,Footwear,19
2025-07-28,Fashion Accessories,13
2025-07-28,Innerwear & Loungewear,12
2025-07-29,Traditional Assamese Wear,11
2025-07-29,Women's Ethnic Wear,20
2025-07-29,Women's Western Wear,11
2025-07-29,Men's Casual Wear,25
2025-07-29,Festive & Party Wear,2
2025-07-29,Winter Wear,1
2025-07-29,Kids Wear,16
2025-07-29,Footwear,12
2025-07-29,Fashion Accessories,17
2025-07-29,Innerwear & Loungewear,22
2025-07-30,Traditional Assamese Wear,11
2025-07-30,Women's Ethnic Wear,13
2025-07-30,Women's Western Wear,25
2025-07-30,Men's Casual Wear,28
2025-07-30,Festive & Party Wear,10
2025-07-30,Winter Wear,2
2025-07-30,Kids Wear,16
2025-07-30,Footwear,14
2025-07-30,Fashion Accessories,15
2025-07-30,Innerwear & Loungewear,10
2025-07-31,Traditional Assamese Wear,13
2025-07-31,Women's Ethnic Wear,12
2025-07-31,Women's Western Wear,32
2025-07-31,Men's Casual Wear,18
2025-07-31,Festive & Party Wear,13
2025-07-31,Winter Wear,7
2025-07-31,Kids Wear,11
2025-07-31,Footwear,16
2025-07-31,Fashion Accessories,20
2025-07-31,Innerwear & Loungewear,14
2025-08-01,Traditional Assamese Wear,11
2025-08-01,Women's Ethnic Wear,26
2025-08-01,Women's Western Wear,16
2025-08-01,Men's Casual Wear,24
2025-08-01,Festive & Party Wear,14
2025-08-01,Winter Wear,3
2025-08-01,Kids Wear,23
2025-08-01,Footwear,22
2025-08-01,Fashion Accessories,12
2025-08-01,Innerwear & Loungewear,17
2025-08-02,Traditional Assamese Wear,11
2025-08-02,Women's Ethnic Wear,18
2025-08-02,Women's Western Wear,12
2025-08-02,Men's Casual Wear,24
2025-08-02,Festive & Party Wear,13
2025-08-02,Winter Wear,2
2025-08-02,Kids Wear,22
2025-08-02,Footwear,20
2025-08-02,Fashion Accessories,16
2025-08-02,Innerwear & Loungewear,21
2025-08-03,Traditional Assamese Wear,16
2025-08-03,Women's Ethnic Wear,17
2025-08-03,Women's Western Wear,25
2025-08-03,Men's Casual Wear,23
2025-08-03,Festive & Party Wear,12
2025-08-03,Winter Wear,4
2025-08-03,Kids Wear,16
2025-08-03,Footwear,16
2025-08-03,Fashion Accessories,16
2025-08-03,Innerwear & Loungewear,14
2025-08-04,Traditional Assamese Wear,11
2025-08-04,Women's Ethnic Wear,15
2025-08-04,Women's Western Wear,24
2025-08-04,Men's Casual Wear,14
2025-08-04,Festive & Party Wear,7
2025-08-04,Winter Wear,4
2025-08-04,Kids Wear,9
2025-08-04,Footwear,20
2025-08-04,Fashion Accessories,13
2025-08-04,Innerwear & Loungewear,13
2025-08-05,Traditional Assamese Wear,16
2025-08-05,Women's Ethnic Wear,12
2025-08-05,Women's Western Wear,23
2025-08-05,Men's Casual Wear,22
2025-08-05,Festive & Party Wear,7
2025-08-05,Winter Wear,8
2025-08-05,Kids Wear,5
2025-08-05,Footwear,13
2025-08-05,Fashion Accessories,20
2025-08-05,Innerwear & Loungewear,19
2025-08-06,Traditional Assamese Wear,15
2025-08-06,Women's Ethnic Wear,14
2025-08-06,Women's Western Wear,26
2025-08-06,Men's Casual Wear,27
2025-08-06,Festive & Party Wear,4
2025-08-06,Winter Wear,1
2025-08-06,Kids Wear,9
2025-08-06,Footwear,24
2025-08-06,Fashion Accessories,11
2025-08-06,Innerwear & Loungewear,18
2025-08-07,Traditional Assamese Wear,16
2025-08-07,Women's Ethnic Wear,19
2025-08-07,Women's Western Wear,22
2025-08-07,Men's Casual Wear,29
2025-08-07,Festive & Party Wear,5
2025-08-07,Winter Wear,5
2025-08-07,Kids Wear,12
2025-08-07,Footwear,20
2025-08-07,Fashion Accessories,16
2025-08-07,Innerwear & Loungewear,18
2025-08-08,Traditional Assamese Wear,11
2025-08-08,Women's Ethnic Wear,21
2025-08-08,Women's Western Wear,18
2025-08-08,Men's Casual Wear,26
2025-08-08,Festive & Party Wear,15
2025-08-08,Winter Wear,5
2025-08-08,Kids Wear,18
2025-08-08,Footwear,22
2025-08-08,Fashion Accessories,14
2025-08-08,Innerwear & Loungewear,23
2025-08-09,Traditional Assamese Wear,10
2025-08-09,Women's Ethnic Wear,17
2025-08-09,Women's Western Wear,18
2025-08-09,Men's Casual Wear,23
2025-08-09,Festive & Party Wear,10
2025-08-09,Winter Wear,5
2025-08-09,Kids Wear,16
2025-08-09,Footwear,20
2025-08-09,Fashion Accessories,17
2025-08-09,Innerwear & Loungewear,19
2025-08-10,Traditional Assamese Wear,14
2025-08-10,Women's Ethnic Wear,18
2025-08-10,Women's Western Wear,25
2025-08-10,Men's Casual Wear,24
2025-08-10,Festive & Party Wear,10
2025-08-10,Winter Wear,7
2025-08-10,Kids Wear,20
2025-08-10,Footwear,13
2025-08-10,Fashion Accessories,19
2025-08-10,Innerwear & Loungewear,19
2025-08-11,Traditional Assamese Wear,7
2025-08-11,Women's Ethnic Wear,21
2025-08-11,Women's Western Wear,15
2025-08-11,Men's Casual Wear,19
2025-08-11,Festive & Party Wear,9
2025-08-11,Winter Wear,4
2025-08-11,Kids Wear,12
2025-08-11,Footwear,15
2025-08-11,Fashion Accessories,8
2025-08-11,Innerwear & Loungewear,19
2025-08-12,Traditional Assamese Wear,18
2025-08-12,Women's Ethnic Wear,10
2025-08-12,Women's Western Wear,21
2025-08-12,Men's Casual Wear,10
2025-08-12,Festive & Party Wear,7
2025-08-12,Winter Wear,5
2025-08-12,Kids Wear,12
2025-08-12,Footwear,19
2025-08-12,Fashion Accessories,23
2025-08-12,Innerwear & Loungewear,12
2025-08-13,Traditional Assamese Wear,13
2025-08-13,Women's Ethnic Wear,9
2025-08-13,Women's Western Wear,19
2025-08-13,Men's Casual Wear,24
2025-08-13,Festive & Party Wear,5
2025-08-13,Winter Wear,6
2025-08-13,Kids Wear,16
2025-08-13,Footwear,16
2025-08-13,Fashion Accessories,14
2025-08-13,Innerwear & Loungewear,12
2025-08-14,Traditional Assamese Wear,13
2025-08-14,Women's Ethnic Wear,21
2025-08-14,Women's Western Wear,14
2025-08-14,Men's Casual Wear,27
2025-08-14,Festive & Party Wear,8
2025-08-14,Winter Wear,8
2025-08-14,Kids Wear,19
2025-08-14,Footwear,13
2025-08-14,Fashion Accessories,16
2025-08-14,Innerwear & Loungewear,15
2025-08-15,Traditional Assamese Wear,13
2025-08-15,Women's Ethnic Wear,21
2025-08-15,Women's Western Wear,25
2025-08-15,Men's Casual Wear,19
2025-08-15,Festive & Party Wear,7
2025-08-15,Winter Wear,2
2025-08-15,Kids Wear,25
2025-08-15,Footwear,24
2025-08-15,Fashion Accessories,18
2025-08-15,Innerwear & Loungewear,16
2025-08-16,Traditional Assamese Wear,22
2025-08-16,Women's Ethnic Wear,23
2025-08-16,Women's Western Wear,26
2025-08-16,Men's Casual Wear,30
2025-08-16,Festive & Party Wear,15
2025-08-16,Winter Wear,5
2025-08-16,Kids Wear,15
2025-08-16,Footwear,20
2025-08-16,Fashion Accessories,10
2025-08-16,Innerwear & Loungewear,19
2025-08-17,Traditional Assamese Wear,18
2025-08-17,Women's Ethnic Wear,23
2025-08-17,Women's Western Wear,29
2025-08-17,Men's Casual Wear,36
2025-08-17,Festive & Party Wear,8
2025-08-17,Winter Wear,4
2025-08-17,Kids Wear,16
2025-08-17,Footwear,29
2025-08-17,Fashion Accessories,13
2025-08-17,Innerwear & Loungewear,10
2025-08-18,Traditional Assamese Wear,6
