Store,Region,Product_Category,Avg_Daily_Demand,Std_Daily_Demand,Safety_Stock,Reorder_Point,Current_Inventory,Days_Of_Supply,Stockout_Risk,Inventory_Position,Action,Priority_Score,Target_Level,Recommended_Order_Qty,Days_Until_Stockout
559,West-India,Pet Care,5760.3843,617.2254,2694.491,43017.184,60024.84389256694,10.420284655079612,0.0,1.3953689737702715,OK,0.0,123662.56129999999,63638,10.4
560,West-India,Food,12578.758,2039.9578,8905.414,96956.72,166706.83360413217,13.253044226550664,0.0,1.7193943194874184,OK,0.0,273059.332,106352,13.3
561,West-India,Clothing & Apparel,7019.818,381.2166,1664.197,50802.92,45171.19855886462,6.434810615937896,0.110854319166763,0.8891457136492277,MONITOR,14.1,149080.375,103909,6.4
562,West-India,Electronics & Gadgets,9654.662,4951.0366,21613.7,89196.33,81322.49844459812,8.42313252637099,0.0882752669971735,0.9117247138374205,MONITOR,11.2,224361.602,143039,8.4
563,West-India,Footwear & Shoes,5565.8228,602.7565,2631.327,41592.086,40163.62565060959,7.216116543133112,0.0343445214322009,0.9656554771167184,MONITOR,6.2,119513.6058,79350,7.2
564,West-India,Home Decor,6204.1074,551.05414,2405.621,45834.37,46102.45058652228,7.430956212004021,0.0,1.005848898687214,MONITOR,2.1,132691.8764,86589,7.4
565,West-India,Games & Toys,8067.9297,984.4426,4297.5737,60773.082,72758.42728970328,9.018227737213817,0.0,1.1972147025504363,MONITOR,0.0,173724.0974,100966,9.0
566,West-India,Sports Products,5766.8135,615.434,2686.6707,43054.367,22922.434897580304,3.9748875164320343,0.4675932688139616,0.5324067335046478,REORDER SOON,51.7,123789.75420000001,100867,4.0
567,West-India,Tupperware,5565.9253,558.5899,2438.5183,41399.996,56466.35096083352,10.145006982426732,0.0,1.36392165257295,OK,0.0,119322.94959999999,62857,10.1
568,West-India,Furniture,6054.724,540.075,2357.692,44740.76,19831.2027915902,3.275327231260837,0.5567531255669409,0.4432468914607217,REORDER NOW,61.6,129506.896,109676,3.3
569,West-India,Pet Care,8143.582,1297.188,5662.8604,62667.934,53655.92322443558,6.588737366252042,0.143805768796136,0.8561942256535149,MONITOR,17.4,176678.0824,123022,6.6
570,West-India,Food,8067.9297,984.4426,4297.5737,60773.082,95449.29723217884,11.830705141129656,0.0,1.570585102664019,OK,0.0,173724.0974,78275,11.8
571,West-India,Clothing & Apparel,7497.189,1924.6396,8401.994,60882.32,111412.88665486996,14.860621384536753,0.0,1.8299711090981743,OK,0.0,165842.96300000002,54430,14.9
572,West-India,Electronics & Gadgets,6189.6567,605.93524,2645.2039,45972.8,52290.87843575469,8.448106356585273,0.0,1.1374307946384534,MONITOR,0.0,132627.99459999998,80337,8.4
573,West-India,Footwear & Shoes,5317.1655,671.3539,2930.7883,40150.95,35993.868682748805,6.769371481412193,0.1035362953277301,0.8964636872290396,MONITOR,13.3,114591.2638,78597,6.8
574,West-India,Home Decor,6845.799,445.1541,1943.3156,49863.91,51879.25134379048,7.578261156412,0.0,1.040416833412993,MONITOR,0.0,145705.0946,93826,7.6
575,West-India,Games & Toys,5475.9946,594.36005,2594.6726,40926.633,78350.96147638783,14.30807858407949,0.0,1.9144248068583563,OK,0.0,117590.5592,39240,14.3
576,West-India,Sports Products,8067.6313,984.208,4296.55,60769.97,87480.45988448782,10.843388364529323,0.0,1.4395343602191644,OK,0.0,173716.8073,86236,10.8
577,West-India,Tupperware,5973.454,487.1378,2126.595,43940.773,47313.78852823785,7.920674993696159,0.0,1.0767627717481858,MONITOR,0.0,127569.129,80255,7.9
578,West-India,Furniture,6949.809,440.87323,1924.6274,50573.293,38783.62769639322,5.580531384188436,0.2331203799531463,0.7668796195729872,WATCHLIST,26.8,147870.6164,109087,5.6
579,West-India,Pet Care,6805.58,1170.4738,5109.691,52748.754,52762.43546041855,7.7528197236281855,0.0,1.0002593703050986,MONITOR,2.5,148026.87099999998,95264,7.8
580,West-India,Food,8067.9297,984.4426,4297.5737,60773.082,62741.34982934139,7.776635674769121,0.0,1.0323871649185306,MONITOR,0.0,173724.0974,110983,7.8
581,West-India,Clothing & Apparel,6638.536,401.57715,1753.0808,48222.836,83030.37236147151,12.507331541222577,0.0,1.7218060829411093,OK,0.0,141162.3368,58132,12.5
582,West-India,Electronics & Gadgets,8067.495,984.0788,4295.986,60768.45,55226.38469836644,6.845542996451113,0.0911997029977451,0.9088002853185566,MONITOR,12.0,173713.381,118487,6.8
583,West-India,Footwear & Shoes,4264.808,768.8042,3356.2065,33209.863,56541.80746178842,13.257761208361297,0.0,1.7025606959531396,OK,0.0,92917.1745,36375,13.3
584,West-India,Home Decor,5431.344,621.68414,2713.9556,40733.367,25074.51201816757,4.616630969813544,0.3844232934943252,0.6155767093392396,REORDER SOON,42.7,116772.1796,91698,4.6
585,West-India,Games & Toys,7892.9146,603.8716,2636.195,57886.598,51082.8748147278,6.471991364669158,0.1175353729014268,0.8824646218582028,MONITOR,14.8,168387.4016,117305,6.5
586,West-India,Sports Products,8238.249,920.9348,4020.3313,61688.074,57644.38326393808,6.997164458119928,0.0655506109734067,0.9344493923402127,MONITOR,9.4,177023.56029999998,119379,7.0
587,West-India,Tupperware,6940.0815,712.90875,3112.1958,51692.766,71137.74674836216,10.250275347331389,0.0,1.3761644472335288,OK,0.0,148853.9073,77716,10.3
588,West-India,Furniture,5964.451,813.86145,3552.9036,45304.06,42475.56751503862,7.121454479387731,0.0624335030129416,0.9375664678847464,MONITOR,9.0,128806.37460000001,86331,7.1
589,West-India,Pet Care,5319.541,543.64044,2373.2566,39610.047,33350.71219667554,6.269471764333622,0.1580239149445455,0.8419760823983757,WATCHLIST,18.9,114083.6176,80733,6.3
590,West-India,Food,6204.1763,568.55255,2482.0103,45911.246,57199.23936095858,9.219473605523495,0.0,1.2458655415485473,OK,0.0,132769.7126,75570,9.2
591,West-India,Clothing & Apparel,6105.0923,497.02087,2169.7393,44905.383,40038.47553521641,6.558209714956289,0.1083813781881139,0.8916186180889807,MONITOR,13.8,130376.67760000001,90338,6.6
592,West-India,Electronics & Gadgets,4258.4463,746.2552,3257.7693,33066.895,44343.79981666549,10.413140569732962,0.0,1.3410330730074744,OK,0.0,92685.14159999999,48341,10.4
593,West-India,Footwear & Shoes,8283.706,1786.989,7801.0815,65787.02,110270.5861124777,13.31174541738826,0.0,1.6761754235482575,OK,0.0,181758.9075,71488,13.3
594,West-India,Home Decor,8270.212,1939.726,8467.854,66359.336,119000.33377667466,14.389030778561905,0.0,1.7932719184633592,OK,0.0,182142.30599999998,63142,14.4
595,West-India,Games & Toys,9989.972,5155.7886,22507.541,92437.34,159254.0009175667,15.941386624886649,0.0,1.7228319304467947,OK,0.0,232296.95299999998,73043,15.9
596,West-India,Sports Products,7845.9893,623.73395,2722.904,57644.83,48896.0462844728,6.231979764155993,0.1517704558257316,0.8482295165841031,WATCHLIST,18.3,167488.67930000002,118593,6.2
597,West-India,Tupperware,5194.959,670.69525,2927.9128,39292.625,29037.95873842565,5.589641578646492,0.2609819593772202,0.7390180406227796,WATCHLIST,29.6,112022.0518,82984,5.6
598,West-India,Furniture,5500.775,574.3306,2507.2344,41012.66,15852.841125562809,2.881928711318161,0.6134646944341902,0.38653530703843175,REORDER NOW,68.1,118023.5094,102171,2.9
599,West-India,Pet Care,9353.905,4257.7617,18587.213,84064.55,111640.82355632502,11.935209978377056,0.0,1.3280368901793327,OK,0.0,215019.218,103378,11.9
600,West-India,Food,6208.044,634.0171,2767.795,46224.1,74619.91806475584,12.01987594193804,0.0,1.6143076461143828,OK,0.0,133136.719,58517,12.0
601,East-India,Clothing & Apparel,6159.787,572.893,2500.9583,45619.465,74849.08836950923,12.151245983094334,0.0,1.6407270091727126,OK,0.0,131856.4853,57007,12.2
602,East-India,Electronics & Gadgets,6163.935,578.8525,2526.9744,45674.52,50181.97663775645,8.14122409803666,0.0,1.098686458834301,MONITOR,0.0,131969.60940000002,81788,8.1
603,East-India,Footwear & Shoes,5824.1123,546.3702,2385.1733,43153.957,48963.40296981631,8.407015594532478,0.0,1.1346213968238488,MONITOR,0.0,124691.53159999999,75728,8.4
604,East-India,Home Decor,6843.349,432.46878,1887.938,49791.383,47095.558977313805,6.881945980535723,0.0541423773133172,0.9458576191248554,MONITOR,8.3,145598.267,98503,6.9
605,East-India,Games & Toys,6202.598,623.75507,2722.996,46141.184,70823.25022244664,11.418319964012271,0.0,1.5349248563375972,OK,0.0,132977.554,62154,11.4
606,East-India,Sports Products,5671.998,435.72144,1902.1373,41606.12,27958.28021579804,4.929176629600871,0.3280248319039315,0.6719751857610861,REORDER SOON,36.8,121014.09529999999,93056,4.9
607,East-India,Tupperware,5221.443,522.7744,2282.1663,38832.27,32865.39503587773,6.29431286471077,0.1536576297857242,0.8463423599979536,WATCHLIST,18.5,111932.4693,79067,6.3
608,East-India,Furniture,7983.1274,1496.7177,6533.905,62415.797,78703.77550342216,9.858764761189668,0.0,1.2609592328593058,OK,0.0,174179.5804,95476,9.9
609,East-India,Pet Care,4498.6577,817.2852,3567.85,35058.453,31237.915573802627,6.943830260908748,0.1089762157381943,0.8910237874387277,MONITOR,13.7,98039.6617,66802,6.9
610,East-India,Food,9288.256,4284.065,18702.041,83719.83,68635.50455424222,7.389493312134131,0.1801762367241814,0.8198237449149409,WATCHLIST,20.7,213755.417,145120,7.4
611,East-India,Clothing & Apparel,6168.995,577.6459,2521.707,45704.67,62607.25183182397,10.148695313016749,0.0,1.3698217672685082,OK,0.0,132070.602,69463,10.1
612,East-India,Electronics & Gadgets,6092.6357,533.85254,2330.5276,44978.977,48406.45406026116,7.94507600792187,0.0,1.0762017566620325,MONITOR,0.0,130275.8773,81869,7.9
613,East-India,Footwear & Shoes,7040.2334,821.1215,3584.5974,52866.23,91098.28336427792,12.939668077552112,0.0,1.723184788555528,OK,0.0,151429.4988,60331,12.9
614,East-India,Home Decor,9774.809,5242.414,22885.705,91309.36,86088.97749181408,8.80722897703176,0.0571724729964016,0.9428275205500737,MONITOR,8.0,228156.69399999996,142068,8.8
615,East-India,Games & Toys,9439.018,4450.5107,19428.658,85501.78,44531.0669748211,4.717765022286028,0.4791796577358311,0.5208203498783429,REORDER SOON,52.1,217648.036,173117,4.7
616,East-India,Sports Products,6276.4307,545.33374,2380.6487,46315.664,59880.85801915579,9.540591018079876,0.0,1.2928856643220272,OK,0.0,134185.6934,74305,9.5
617,East-India,Tupperware,6246.1724,580.5838,2534.5325,46257.74,61974.42955476426,9.921985169523523,0.0,1.3397634548243011,OK,0.0,133704.15290000002,71730,9.9
618,East-India,Furniture,6824.888,410.43436,1791.7468,49565.965,52023.37030310679,7.622596723000535,0.0,1.049578481990753,MONITOR,0.0,145114.39479999998,93091,7.6
619,East-India,Pet Care,5016.57,717.3053,3131.3887,38247.375,46331.60856703321,9.235714878990768,0.0,1.2113670171360311,OK,0.0,108479.3587,62148,9.2
620,East-India,Food,6385.718,569.3468,2485.4773,47185.5,56352.90737941443,8.824835261875199,0.0,1.1942844174463432,MONITOR,0.0,136585.5553,80233,8.8
621,East-India,Clothing & Apparel,6364.8247,860.71375,3757.4368,48311.21,46482.10120724613,7.302966436121508,0.0378609787409423,0.962139039929783,MONITOR,6.5,137418.7555,90937,7.3
622,East-India,Electronics & Gadgets,5525.601,1224.7859,5346.79,44025.996,54777.86317874081,9.913466868667443,0.0,1.2442163302504459,OK,0.0,121384.411,66607,9.9
623,East-India,Footwear & Shoes,6198.823,545.78674,2382.6262,45774.387,58836.79568905802,9.491607260008776,0.0,1.2853650162274814,OK,0.0,132557.90920000002,73721,9.5
624,East-India,Home Decor,6659.3525,422.40698,1844.0132,48459.48,41753.51651055802,6.269906310807215,0.1383829106982779,0.8616170976361699,MONITOR,17.0,141690.41569999998,99937,6.3
625,East-India,Games & Toys,5585.211,598.2381,2611.602,41708.08,49022.97922568114,8.777283396144094,0.0,1.1753832644821134,MONITOR,0.0,119901.03300000001,70878,8.8
626,East-India,Sports Products,6842.792,434.5999,1897.2413,49796.785,52470.9461259742,7.668060959018033,0.0,1.0537014814505434,MONITOR,0.0,145595.8733,93125,7.7
627,East-India,Tupperware,6251.229,476.46384,2079.998,45838.6,60038.69570269141,9.604302716341795,0.0,1.3097846728017744,OK,0.0,133355.807,73317,9.6
628,East-India,Furniture,5732.0884,474.7156,2072.366,42196.984,60180.96605061487,10.498959903004517,0.0,1.4261911716395388,OK,0.0,122446.22239999998,62265,10.5
629,East-India,Pet Care,5585.5435,577.2966,2520.1821,41618.99,27839.52335311797,4.984210322108002,0.3310860137928891,0.6689139585828001,REORDER SOON,37.0,119816.5956,91977,5.0
630,East-India,Food,8128.572,2140.3772,9343.794,66243.8,72802.14232494486,8.956326439518149,0.0,1.099003111611122,MONITOR,0.0,180043.80599999998,107242,9.0
631,East-India,Clothing & Apparel,6158.881,550.9679,2405.2444,45517.41,69232.52575245383,11.241088654453938,0.0,1.5210119765701482,OK,0.0,131741.7454,62509,11.2
632,East-India,Electronics & Gadgets,6593.2515,354.55408,1547.8021,47700.562,93441.4141213488,14.172281251457353,0.0,1.958916419503586,OK,0.0,140006.0836,46565,14.2
633,East-India,Footwear & Shoes,6730.3696,868.37445,3790.8796,50903.465,53034.145915059344,7.879826642400605,0.0,1.0418572864353999,MONITOR,0.0,145128.6412,92094,7.9
634,East-India,Home Decor,5561.0884,1076.7772,4700.6597,43628.277,77878.39037183118,14.004163405715955,0.0,1.7850439147947825,OK,0.0,121483.5161,43605,14.0
635,East-India,Games & Toys,4906.123,1239.92,5412.858,39755.72,63407.89307515548,12.924236198181722,0.0,1.5949376108684605,OK,0.0,108441.44099999999,45034,12.9
636,East-India,Sports Products,5525.985,590.8963,2579.5515,41261.445,19447.738969227103,3.519325414452785,0.5286704374522847,0.4713295661174034,REORDER NOW,58.4,118625.2365,99177,3.5
637,East-India,Tupperware,6668.1377,822.0105,3588.478,50265.44,45047.29423468447,6.755603482266324,0.1038118242987658,0.8961882007734234,MONITOR,13.3,143619.3697,98572,6.8
638,East-India,Furniture,6802.93,403.75513,1762.5887,49383.1,57311.20361217778,8.424487997276284,0.0,1.1605428499259418,MONITOR,0.0,144624.1187,87313,8.4
639,East-India,Pet Care,6629.527,437.97034,1911.955,48318.64,50813.89927973661,7.664785193202712,0.0,1.0516417531564757,MONITOR,0.0,141132.022,90318,7.7
640,East-India,Food,7099.293,415.04205,1811.8618,51506.914,32744.61751623233,4.612377269168792,0.3642675335490095,0.635732467222407,REORDER SOON,40.7,150897.0148,118152,4.6
641,East-India,Clothing & Apparel,5577.2656,692.4597,3022.9255,42063.785,64228.686899093496,11.51616064531506,0.0,1.52693550756532,OK,0.0,120145.50309999999,55917,11.5
642,East-India,Electronics & Gadgets,5552.0557,692.40845,3022.7017,41887.094,71481.13582018501,12.874715266792098,0.0,1.706519335530534,OK,0.0,119615.8714,48135,12.9
643,East-India,Footwear & Shoes,7310.5547,798.5951,3486.2585,54660.14,42258.40232303388,5.780464565197725,0.2268881521372068,0.7731118567027797,WATCHLIST,26.1,157007.9072,114750,5.8
644,East-India,Home Decor,7330.1006,1435.1299,6265.0444,57575.746,76603.59294352838,10.450551400411785,0.0,1.3304837238848521,OK,0.0,160197.157,83594,10.5
645,East-India,Games & Toys,8840.248,604.0879,2637.1394,64518.875,106736.63209698968,12.073940859014783,0.0,1.6543473843427938,OK,0.0,188282.34739999997,81546,12.1
646,East-India,Sports Products,9150.538,3945.2324,17222.871,81276.64,74342.79650629134,8.12441801871094,0.0853116475458247,0.9146883594879334,MONITOR,11.0,209384.169,135041,8.1
647,East-India,Tupperware,6561.134,433.9549,1894.4255,47822.363,39701.1163069247,6.050953628335853,0.169821113326481,0.8301788915559171,WATCHLIST,20.2,139678.23950000003,99977,6.1
648,East-India,Furniture,6130.5273,402.87888,1758.7634,44672.453,37732.50698268129,6.154855017676274,0.1553518031100672,0.8446481992533809,WATCHLIST,18.7,130499.83669999999,92767,6.2
649,East-India,Pet Care,3462.7366,1142.6907,4988.4043,29227.56,31654.36336860142,9.14142982233568,0.0,1.0830313364715158,MONITOR,0.0,77705.8729,46052,9.1
650,East-India,Food,5605.146,705.30835,3079.0164,42315.04,38791.42401414413,6.920680396403241,0.0832709865433759,0.9167289931462698,MONITOR,11.2,120787.08239999998,81996,6.9
651,East-India,Clothing & Apparel,7740.7925,427.52444,1866.3535,56051.9,92493.36357390016,11.948823561318251,0.0,1.6501378824607222,OK,0.0,164422.99599999998,71930,11.9
652,East-India,Electronics & Gadgets,5557.9624,1377.7822,6014.694,44920.434,42229.602001336025,7.598036644423526,0.05990217317912,0.940097818318853,MONITOR,8.6,122731.90440000001,80502,7.6
653,East-India,Footwear & Shoes,6248.69,526.12805,2296.8064,46037.633,35495.104388690954,5.680407368828878,0.2289980561499802,0.7710019407099178,WATCHLIST,26.4,133519.2964,98024,5.7
654,East-India,Home Decor,6561.687,436.98895,1907.6707,47839.48,47872.21691508311,7.2957178282942206,0.0,1.0006843075025713,MONITOR,2.6,139703.09769999998,91831,7.3
655,East-India,Games & Toys,5625.605,714.7616,3120.2842,42499.52,83146.7362980367,14.78005238311428,0.0,1.9564158912391647,OK,0.0,121257.98919999998,38111,14.8
656,East-India,Sports Products,5441.5728,647.9702,2828.7073,40919.715,40141.22136639885,7.376768295082217,0.0190248998636424,0.9809750963905505,MONITOR,4.6,117101.7361,76961,7.4
657,East-India,Tupperware,5687.067,593.955,2592.9043,42402.375,31850.743260151088,5.600557167839741,0.248845300289168,0.7511546997108319,WATCHLIST,28.4,122021.3113,90171,5.6
658,East-India,Furniture,5580.738,698.52264,3049.3933,42114.56,56442.32742358766,10.113775188416868,0.0,1.340209358083942,OK,0.0,120244.8913,63803,10.1
659,East-India,Pet Care,8435.038,2000.7305,8734.168,67779.44,51284.16654233295,6.079897449168784,0.2433668906984814,0.7566330813936046,WATCHLIST,27.6,185869.96600000001,134586,6.1
660,East-India,Food,5486.3535,728.7993,3181.5657,41586.043,43900.04015589369,8.001679080807945,0.0,1.055643600327487,MONITOR,0.0,118394.98920000001,74495,8.0
661,East-India,Clothing & Apparel,6941.116,561.8576,2452.7834,51040.598,80266.7476824436,11.563953871851744,0.0,1.5726059416945626,OK,0.0,148216.21939999997,67949,11.6
662,East-India,Electronics & Gadgets,9258.696,4000.752,17465.24,82276.12,150509.32776950923,16.255995776350193,0.0,1.82931970746201,OK,0.0,211897.856,61389,16.3
663,East-India,Footwear & Shoes,6567.6475,454.978,1986.2017,47959.734,82257.39666072887,12.524636431838417,0.0,1.7151345472585164,OK,0.0,139906.7992,57649,12.5
664,East-India,Home Decor,7893.933,2221.3171,9697.137,64954.668,97143.24840866974,12.30606430416429,0.0,1.4955545367219758,OK,0.0,175469.72999999998,78326,12.3
665,East-India,Games & Toys,7080.675,713.9277,3116.6436,52681.367,69985.6501140457,9.884036768319634,0.0,1.328470654796139,OK,0.0,151810.81860000003,81825,9.9
666,East-India,Sports Products,6513.9966,700.57166,3058.3381,48656.316,25469.91348025914,3.91002868354544,0.4765342845191733,0.5234657198514401,REORDER SOON,52.6,139852.2667,114382,3.9
667,East-India,Tupperware,7839.767,356.63876,1556.9028,56435.273,55947.33340704163,7.136351471400241,0.0086460116295661,0.9913539960556518,MONITOR,3.6,166192.0098,110245,7.1
668,East-India,Furniture,8310.39,1650.7802,7206.463,65379.188,44787.29026845567,5.389312915896364,0.3149610452339184,0.6850389495271135,REORDER SOON,35.1,181724.653,136937,5.4
669,East-India,Pet Care,5341.7656,1112.8564,4858.163,42250.523,54804.68963692759,10.25965822619325,0.0,1.297136360582509,OK,0.0,117035.24059999999,62231,10.3
670,East-India,Food,5919.7573,522.86786,2282.574,43720.875,24037.106382996782,4.060488473852945,0.4502144254204248,0.5497855745795751,REORDER SOON,49.8,126597.4773,102560,4.1
671,East-India,Clothing & Apparel,5911.3896,512.7886,2238.5732,43618.3,80640.21997136908,13.641499675576949,0.0,1.848770354905374,OK,0.0,126377.75480000001,45738,13.6
672,East-India,Electronics & Gadgets,7740.7925,427.52444,1866.3535,56051.9,92570.50308368886,11.958788885925951,0.0,1.651514098249816,OK,0.0,164422.99599999998,71852,12.0
673,East-India,Footwear & Shoes,6580.9224,621.7551,2714.2656,48780.723,31360.37401635446,4.76534629725037,0.3571154278023712,0.6428845676673235,REORDER SOON,39.8,140913.63600000003,109553,4.8
674,East-India,Home Decor,6541.4365,704.6374,3076.0872,48866.14,44516.82494448187,6.8053591569651815,0.0890046896458405,0.910995322005828,MONITOR,11.8,140446.2537,95929,6.8
675,East-India,Games & Toys,4972.4756,925.8826,4041.931,38849.258,50298.88258073739,10.115460943234403,0.0,1.2947192602941704,OK,0.0,108463.91859999999,58165,10.1
676,East-India,Sports Products,8600.839,2404.722,10497.788,70703.66,47864.43702423894,5.565089378298137,0.3230274138158316,0.6769725502787117,REORDER SOON,35.8,191115.407,143251,5.6
677,East-India,Tupperware,5958.167,657.0643,2868.407,44575.574,51346.52857441887,8.617839788939406,0.0,1.1518983148577935,MONITOR,0.0,127989.91400000002,76643,8.6
678,East-India,Furniture,6501.17,631.27985,2755.8455,48264.03,14999.817069723682,2.30724888750448,0.6892133400124202,0.3107866680367073,REORDER NOW,77.2,139280.4155,124281,2.3
679,East-India,Pet Care,8281.651,419.6103,1831.8043,59803.363,51784.86426338526,6.252963565764266,0.1340810713296247,0.8659189327427165,MONITOR,16.6,175746.4753,123962,6.3
680,East-India,Food,6176.1406,778.7037,3399.4229,46632.406,39591.72944177427,6.410431990734386,0.1509824899551635,0.8490175145964861,WATCHLIST,18.2,133098.3755,93507,6.4
681,East-India,Clothing & Apparel,5556.717,654.78406,2858.453,41755.47,40997.89522000858,7.37807894817765,0.0181430972437933,0.9818568733631444,MONITOR,4.5,119549.50999999998,78552,7.4
682,East-India,Electronics & Gadgets,7740.7925,427.52444,1866.3535,56051.9,48430.70416930879,6.256556326953236,0.1359667465445284,0.8640332293697232,MONITOR,16.7,164422.99599999998,115992,6.3
683,East-India,Footwear & Shoes,7840.3335,359.0005,1567.2128,56449.547,54003.88539611058,6.887957689939677,0.0433247318052882,0.9566752660762818,MONITOR,7.2,166214.2163,112210,6.9
684,East-India,Home Decor,5646.013,697.26953,3043.9229,42566.016,50982.87303928563,9.02988912378601,0.0,1.197736547373511,MONITOR,0.0,121610.1959,70627,9.0
685,East-India,Games & Toys,5617.957,663.87976,2898.1602,42223.86,62293.40283824616,11.088266160053886,0.0,1.4753128406130127,OK,0.0,120875.25720000001,58582,11.1
686,East-India,Sports Products,5268.1626,1500.4862,6550.357,43427.492,63997.35370155575,12.147945799931744,0.0,1.4736599042273901,OK,0.0,117181.7716,53184,12.1
687,East-India,Tupperware,7816.529,320.70172,1400.02,56115.723,53435.77045508888,6.836253247904598,0.0477575993733127,0.9522423947935035,MONITOR,7.7,165547.129,112111,6.8
688,East-India,Furniture,3237.7917,1113.7432,4862.034,27526.578,9258.038134097616,2.859368005889298,0.6636691239987674,0.3363308775285332,REORDER NOW,73.1,72855.6597,63598,2.9
689,East-India,Pet Care,6058.139,761.6045,3324.7764,45731.75,44261.57812564438,7.306134269207312,0.0321477283146964,0.9678522716853035,MONITOR,5.9,130545.69540000001,86284,7.3
690,East-India,Food,7740.3584,426.41644,1861.5165,56044.023,52048.52375019637,6.724304104665631,0.0712921635927761,0.9287078436570546,MONITOR,10.1,164409.0429,112361,6.7
691,East-India,Clothing & Apparel,6682.7227,740.0809,3230.8152,50009.875,61448.08904149381,9.195067968895078,0.0,1.228719108805887,OK,0.0,143567.99190000002,82120,9.2
692,East-India,Electronics & Gadgets,6364.8247,860.71375,3757.4368,48311.21,96372.86535959622,15.141479898595271,0.0,1.9948344361401056,OK,0.0,137418.7555,41046,15.1
693,East-India,Footwear & Shoes,5721.671,707.9855,3090.7031,43142.4,17954.12722591054,3.137916798188014,0.5838403084631347,0.41615967646469687,REORDER NOW,64.6,123245.7941,105292,3.1
694,East-India,Home Decor,5848.4097,786.595,3433.872,44372.74,39515.23066072576,6.756577070369638,0.1094705399909207,0.8905294255149843,MONITOR,13.9,126250.47570000001,86735,6.8
695,East-India,Games & Toys,5614.2417,675.8889,2950.586,42250.277,21792.27735335342,3.881606550068182,0.4842098390017525,0.5157901651947375,REORDER SOON,53.4,120849.66169999998,99057,3.9
696,East-India,Sports Products,7541.369,392.24857,1712.357,54501.94,36890.40668455967,4.89173862154987,0.3231359152955005,0.6768641021688341,REORDER SOON,36.3,160081.10599999997,123191,4.9
697,East-India,Tupperware,7451.604,1198.402,5231.6113,57392.836,59109.58012586071,7.932463949355672,0.0,1.0299121675370897,MONITOR,0.0,161715.2953,102606,7.9
698,East-India,Furniture,11163.421,933.5348,4075.3364,82219.28,30428.61206551676,2.725742614414523,0.6299090480614392,0.3700909575651448,REORDER NOW,70.1,238507.17740000002,208079,2.7
699,East-India,Pet Care,7486.0034,614.96844,2684.6384,55086.66,53926.32656113698,7.203620349904853,0.0210637855303226,0.978936217246371,MONITOR,4.8,159890.70979999998,105964,7.2
700,East-India,Food,5656.592,702.7572,3067.8792,42664.02,39215.48642474985,6.932705741010789,0.0808300095581527,0.9191699803429177,MONITOR,10.9,121856.31119999998,82641,6.9
701,East-India,Clothing & Apparel,5603.516,694.69025,3032.663,42257.277,52842.46064256903,9.430232656478626,0.0,1.25049374673548,OK,0.0,120706.499,67864,9.4
702,East-India,Electronics & Gadgets,5876.9214,620.99396,2710.9426,43849.39,26692.394161319007,4.541900836319017,0.391271035221621,0.6087289734547963,REORDER SOON,43.4,126126.292,99434,4.5
703,East-India,Footwear & Shoes,7740.5166,426.8175,1863.2675,56046.883,72874.01281730631,9.414618761052198,0.0,1.3002331069384592,OK,0.0,164414.11609999998,91540,9.4
704,East-India,Home Decor,10886.714,1457.9329,6364.5903,82571.59,36142.777381960994,3.3198977967901904,0.5622855786047972,0.43771444127406284,REORDER NOW,62.1,234985.58430000002,198843,3.3
705,East-India,Games & Toys,6169.7363,588.6599,2569.7886,45757.945,50230.57228905797,8.141445536348094,0.0,1.0977453705374656,MONITOR,0.0,132134.25089999998,81904,8.1
706,East-India,Sports Products,6009.794,572.45905,2499.064,44567.62,32942.33064057255,5.481440951277008,0.2608461068344466,0.7391539113053951,WATCHLIST,29.7,128704.738,95762,5.5
707,East-India,Tupperware,7664.4663,375.76807,1640.4115,55291.676,40060.03873144875,5.226722529464524,0.2754779419249662,0.7245220552086132,WATCHLIST,31.3,162594.2038,122534,5.2
708,East-India,Furniture,5862.699,608.3626,2655.8005,43694.695,61080.56475657116,10.418505619599957,0.0,1.3978942925810824,OK,0.0,125772.47949999999,64692,10.4
709,East-India,Pet Care,7541.369,392.24857,1712.357,54501.94,48281.84732408688,6.402265480414537,0.1141261012300348,0.8858739216271361,MONITOR,14.5,160081.10599999997,111799,6.4
710,East-India,Food,5075.004,836.62305,3652.269,39177.297,30899.977432952342,6.088660817560793,0.2112784725413155,0.7887215249421711,WATCHLIST,24.4,110227.353,79327,6.1
711,East-India,Clothing & Apparel,6288.317,543.42676,2372.3237,46390.543,47273.282461254894,7.517636794412662,0.0,1.0190284356286776,MONITOR,0.7,134426.98070000001,87154,7.5
712,East-India,Electronics & Gadgets,6094.565,613.8835,2679.9019,45341.855,68424.17737449982,11.227081511533084,0.0,1.5090731813795404,OK,0.0,130665.76689999999,62242,11.2
713,East-India,Footwear & Shoes,9315.084,971.8131,4242.44,69448.02,95425.3892033194,10.244179157523938,0.0,1.3740548571913123,OK,0.0,199859.20400000003,104434,10.2
714,East-India,Home Decor,5850.6562,596.1017,2602.2756,43556.87,50273.56971171049,8.592808663423096,0.0,1.1542052886653813,MONITOR,0.0,125466.0558,75192,8.6
715,East-India,Games & Toys,5434.9053,1445.2029,6309.018,44353.355,44625.04250307006,8.210822499735189,0.0,1.006125523155352,MONITOR,1.8,120442.02930000001,75817,8.2
