Store_ID,Store_Name,State,Region,Category,Priority,Action_Type,Recommendation,Current_Stock,Days_Supply,Decision
26,"Nilgiris - Jubilee Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Home Care,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,1501.84,9.5,MONITOR
26,"Nilgiris - Jubilee Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Home Care,INFO,Category Insight,Festival peaks — pre-stock 2 weeks before festivals,1501.84,9.5,MONITOR
26,"Nilgiris - Jubilee Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Kitchen & Dining,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,1161.16,8.8,MONITOR
26,"Nilgiris - Jubilee Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Kitchen & Dining,INFO,Category Insight,Wedding season (Nov-Feb) — increase stock 20%,1161.16,8.8,MONITOR
26,"Nilgiris - Jubilee Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Personal Care,MEDIUM,Discount,XGBoost recommends 5% discount — Moderate demand — ML suggests light promotion,2938.36,12.3,OK
26,"Nilgiris - Jubilee Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Personal Care,INFO,Category Insight,Steady demand — maintain 30-day inventory,2938.36,12.3,OK
26,"Nilgiris - Jubilee Hills, Hyderabad",Karnataka / Tamil Nadu,South India,Snacks & Beverages,INFO,Category Insight,Weekend peaks — increase Thu-Fri stock,4746.99,14.3,OK
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Clothing & Apparel,MEDIUM,Monitor,"Inventory watchlist — 8 days supply remaining, monitor closely",345.3,7.8,WATCHLIST
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Clothing & Apparel,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,345.3,7.8,WATCHLIST
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Clothing & Apparel,INFO,Category Insight,Seasonal — clearance for off-season items,345.3,7.8,WATCHLIST
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Dairy & Eggs,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,691.45,11.7,MONITOR
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Dairy & Eggs,INFO,Category Insight,Short shelf-life — daily restocking recommended,691.45,11.7,MONITOR
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Electronics & Appliances,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,261.93,11.8,MONITOR
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Electronics & Appliances,INFO,Category Insight,Festival-driven — stock up 1 month before Diwali,261.93,11.8,MONITOR
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Fresh Produce,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 1816 units within 3 days,611.47,5.5,REORDER SOON
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Fresh Produce,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,611.47,5.5,REORDER SOON
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Fresh Produce,INFO,Category Insight,Perishable — order frequently (5-7 day max),611.47,5.5,REORDER SOON
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Groceries & Staples,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 5515 units of Groceries & Staples immediately,999.08,3.4,REORDER NOW
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Groceries & Staples,INFO,Category Insight,Fast-moving — maintain 15-20 day buffer,999.08,3.4,REORDER NOW
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Health & Wellness,MEDIUM,Monitor,"Inventory watchlist — 7 days supply remaining, monitor closely",372.96,7.2,WATCHLIST
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Health & Wellness,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,372.96,7.2,WATCHLIST
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Health & Wellness,INFO,Category Insight,Growing category — review weekly trends,372.96,7.2,WATCHLIST
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Home Care,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,1064.02,12.0,OK
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Home Care,INFO,Category Insight,Festival peaks — pre-stock 2 weeks before festivals,1064.02,12.0,OK
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Kitchen & Dining,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,682.56,9.2,MONITOR
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Kitchen & Dining,INFO,Category Insight,Wedding season (Nov-Feb) — increase stock 20%,682.56,9.2,MONITOR
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Personal Care,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 2129 units within 3 days,789.3,5.9,REORDER SOON
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Personal Care,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,789.3,5.9,REORDER SOON
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Personal Care,INFO,Category Insight,Steady demand — maintain 30-day inventory,789.3,5.9,REORDER SOON
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Snacks & Beverages,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,2734.19,14.8,OK
27,"Vasanth & Co - Coimbatore, Tamil Nadu",Karnataka / Tamil Nadu,South India,Snacks & Beverages,INFO,Category Insight,Weekend peaks — increase Thu-Fri stock,2734.19,14.8,OK
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Clothing & Apparel,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 1190 units within 3 days,394.07,5.4,REORDER SOON
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Clothing & Apparel,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,394.07,5.4,REORDER SOON
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Clothing & Apparel,INFO,Category Insight,Seasonal — clearance for off-season items,394.07,5.4,REORDER SOON
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Dairy & Eggs,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 1580 units within 3 days,523.76,5.4,REORDER SOON
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Dairy & Eggs,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,523.76,5.4,REORDER SOON
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Dairy & Eggs,INFO,Category Insight,Short shelf-life — daily restocking recommended,523.76,5.4,REORDER SOON
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Electronics & Appliances,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,441.18,12.2,OK
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Electronics & Appliances,INFO,Category Insight,Festival-driven — stock up 1 month before Diwali,441.18,12.2,OK
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Fresh Produce,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,1512.44,8.3,MONITOR
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Fresh Produce,INFO,Category Insight,Perishable — order frequently (5-7 day max),1512.44,8.3,MONITOR
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Groceries & Staples,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 8744 units of Groceries & Staples immediately,1785.51,3.7,REORDER NOW
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Groceries & Staples,INFO,Category Insight,Fast-moving — maintain 15-20 day buffer,1785.51,3.7,REORDER NOW
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Health & Wellness,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 1350 units within 3 days,492.1,5.8,REORDER SOON
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Health & Wellness,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,492.1,5.8,REORDER SOON
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Health & Wellness,INFO,Category Insight,Growing category — review weekly trends,492.1,5.8,REORDER SOON
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Home Care,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,1956.51,13.5,OK
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Home Care,INFO,Category Insight,Festival peaks — pre-stock 2 weeks before festivals,1956.51,13.5,OK
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Kitchen & Dining,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,1120.14,9.3,MONITOR
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Kitchen & Dining,INFO,Category Insight,Wedding season (Nov-Feb) — increase stock 20%,1120.14,9.3,MONITOR
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Personal Care,MEDIUM,Discount,XGBoost recommends 5% discount — Moderate demand — ML suggests light promotion,2371.12,10.9,MONITOR
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Personal Care,INFO,Category Insight,Steady demand — maintain 30-day inventory,2371.12,10.9,MONITOR
28,"Sangeetha Mobiles - Jayanagar, Bengaluru",Karnataka / Tamil Nadu,South India,Snacks & Beverages,INFO,Category Insight,Weekend peaks — increase Thu-Fri stock,3758.71,12.5,OK
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Clothing & Apparel,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,484.08,11.2,MONITOR
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Clothing & Apparel,INFO,Category Insight,Seasonal — clearance for off-season items,484.08,11.2,MONITOR
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Dairy & Eggs,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 1011 units of Dairy & Eggs immediately,257.29,4.5,REORDER NOW
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Dairy & Eggs,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,257.29,4.5,REORDER NOW
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Dairy & Eggs,INFO,Category Insight,Short shelf-life — daily restocking recommended,257.29,4.5,REORDER NOW
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Electronics & Appliances,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,188.12,8.7,MONITOR
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Electronics & Appliances,INFO,Category Insight,Festival-driven — stock up 1 month before Diwali,188.12,8.7,MONITOR
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Fresh Produce,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 2097 units of Fresh Produce immediately,280.84,2.6,REORDER NOW
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Fresh Produce,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,280.84,2.6,REORDER NOW
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Fresh Produce,INFO,Category Insight,Perishable — order frequently (5-7 day max),280.84,2.6,REORDER NOW
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Groceries & Staples,INFO,Category Insight,Fast-moving — maintain 15-20 day buffer,3315.04,11.5,MONITOR
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Health & Wellness,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,682.97,13.5,OK
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Health & Wellness,INFO,Category Insight,Growing category — review weekly trends,682.97,13.5,OK
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Home Care,MEDIUM,Monitor,"Inventory watchlist — 8 days supply remaining, monitor closely",646.47,7.5,WATCHLIST
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Home Care,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,646.47,7.5,WATCHLIST
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Home Care,INFO,Category Insight,Festival peaks — pre-stock 2 weeks before festivals,646.47,7.5,WATCHLIST
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Kitchen & Dining,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 1296 units of Kitchen & Dining immediately,291.62,4.1,REORDER NOW
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Kitchen & Dining,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,291.62,4.1,REORDER NOW
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Kitchen & Dining,INFO,Category Insight,Wedding season (Nov-Feb) — increase stock 20%,291.62,4.1,REORDER NOW
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Personal Care,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 2302 units of Personal Care immediately,558.68,4.3,REORDER NOW
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Personal Care,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,558.68,4.3,REORDER NOW
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Personal Care,INFO,Category Insight,Steady demand — maintain 30-day inventory,558.68,4.3,REORDER NOW
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Snacks & Beverages,MEDIUM,Monitor,"Inventory watchlist — 8 days supply remaining, monitor closely",1404.96,7.8,WATCHLIST
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Snacks & Beverages,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,1404.96,7.8,WATCHLIST
29,"Reliance Smart - Andheri, Mumbai",Maharashtra / Gujarat,West India,Snacks & Beverages,INFO,Category Insight,Weekend peaks — increase Thu-Fri stock,1404.96,7.8,WATCHLIST
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Clothing & Apparel,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,776.66,13.1,OK
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Clothing & Apparel,INFO,Category Insight,Seasonal — clearance for off-season items,776.66,13.1,OK
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Dairy & Eggs,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,837.84,10.6,MONITOR
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Dairy & Eggs,INFO,Category Insight,Short shelf-life — daily restocking recommended,837.84,10.6,MONITOR
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Electronics & Appliances,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 483 units within 3 days,172.14,5.8,REORDER SOON
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Electronics & Appliances,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,172.14,5.8,REORDER SOON
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Electronics & Appliances,INFO,Category Insight,Festival-driven — stock up 1 month before Diwali,172.14,5.8,REORDER SOON
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Fresh Produce,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,1518.0,10.2,MONITOR
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Fresh Produce,INFO,Category Insight,Perishable — order frequently (5-7 day max),1518.0,10.2,MONITOR
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Groceries & Staples,INFO,Category Insight,Fast-moving — maintain 15-20 day buffer,3232.52,8.2,MONITOR
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Health & Wellness,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 1260 units of Health & Wellness immediately,267.26,3.9,REORDER NOW
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Health & Wellness,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,267.26,3.9,REORDER NOW
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Health & Wellness,INFO,Category Insight,Growing category — review weekly trends,267.26,3.9,REORDER NOW
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Home Care,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,1401.91,11.8,MONITOR
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Home Care,INFO,Category Insight,Festival peaks — pre-stock 2 weeks before festivals,1401.91,11.8,MONITOR
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Kitchen & Dining,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,974.29,9.8,MONITOR
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Kitchen & Dining,INFO,Category Insight,Wedding season (Nov-Feb) — increase stock 20%,974.29,9.8,MONITOR
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Personal Care,MEDIUM,Monitor,"Inventory watchlist — 7 days supply remaining, monitor closely",1274.39,7.2,WATCHLIST
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Personal Care,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,1274.39,7.2,WATCHLIST
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Personal Care,INFO,Category Insight,Steady demand — maintain 30-day inventory,1274.39,7.2,WATCHLIST
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Snacks & Beverages,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 4030 units within 3 days,1431.0,5.8,REORDER SOON
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Snacks & Beverages,MEDIUM,Discount,XGBoost recommends 5% discount — Moderate demand — ML suggests light promotion,1431.0,5.8,REORDER SOON
30,"DMart - SG Highway, Ahmedabad",Maharashtra / Gujarat,West India,Snacks & Beverages,INFO,Category Insight,Weekend peaks — increase Thu-Fri stock,1431.0,5.8,REORDER SOON
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Clothing & Apparel,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,534.72,14.6,OK
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Clothing & Apparel,INFO,Category Insight,Seasonal — clearance for off-season items,534.72,14.6,OK
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Dairy & Eggs,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 844 units of Dairy & Eggs immediately,231.72,4.8,REORDER NOW
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Dairy & Eggs,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,231.72,4.8,REORDER NOW
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Dairy & Eggs,INFO,Category Insight,Short shelf-life — daily restocking recommended,231.72,4.8,REORDER NOW
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Electronics & Appliances,HIGH,Reorder,Stock dropping (risk: 99%) — Plan order of 289 units within 3 days,114.18,6.3,REORDER SOON
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Electronics & Appliances,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,114.18,6.3,REORDER SOON
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Electronics & Appliances,INFO,Category Insight,Festival-driven — stock up 1 month before Diwali,114.18,6.3,REORDER SOON
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Fresh Produce,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 1770 units of Fresh Produce immediately,256.71,2.8,REORDER NOW
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Fresh Produce,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,256.71,2.8,REORDER NOW
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Fresh Produce,INFO,Category Insight,Perishable — order frequently (5-7 day max),256.71,2.8,REORDER NOW
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Groceries & Staples,MEDIUM,Monitor,"Inventory watchlist — 7 days supply remaining, monitor closely",1649.02,6.8,WATCHLIST
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Groceries & Staples,MEDIUM,Discount,XGBoost recommends 5% discount — Moderate demand — ML suggests light promotion,1649.02,6.8,WATCHLIST
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Groceries & Staples,INFO,Category Insight,Fast-moving — maintain 15-20 day buffer,1649.02,6.8,WATCHLIST
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Health & Wellness,MEDIUM,Monitor,"Inventory watchlist — 7 days supply remaining, monitor closely",309.82,7.3,WATCHLIST
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Health & Wellness,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,309.82,7.3,WATCHLIST
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Health & Wellness,INFO,Category Insight,Growing category — review weekly trends,309.82,7.3,WATCHLIST
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Home Care,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 1206 units within 3 days,410.29,5.6,REORDER SOON
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Home Care,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,410.29,5.6,REORDER SOON
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Home Care,INFO,Category Insight,Festival peaks — pre-stock 2 weeks before festivals,410.29,5.6,REORDER SOON
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Kitchen & Dining,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,786.79,12.9,OK
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Kitchen & Dining,INFO,Category Insight,Wedding season (Nov-Feb) — increase stock 20%,786.79,12.9,OK
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Personal Care,MEDIUM,Monitor,"Inventory watchlist — 6 days supply remaining, monitor closely",712.89,6.5,WATCHLIST
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Personal Care,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,712.89,6.5,WATCHLIST
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Personal Care,INFO,Category Insight,Steady demand — maintain 30-day inventory,712.89,6.5,WATCHLIST
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Snacks & Beverages,MEDIUM,Discount,XGBoost recommends 10% discount — Average demand period — ML optimized discount,1524.9,10.0,MONITOR
31,"Star Bazaar - FC Road, Pune",Maharashtra / Gujarat,West India,Snacks & Beverages,INFO,Category Insight,Weekend peaks — increase Thu-Fri stock,1524.9,10.0,MONITOR
32,"Decathlon - Thane, Mumbai MMR",Maharashtra / Gujarat,West India,Clothing & Apparel,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,773.69,8.6,MONITOR
32,"Decathlon - Thane, Mumbai MMR",Maharashtra / Gujarat,West India,Clothing & Apparel,INFO,Category Insight,Seasonal — clearance for off-season items,773.69,8.6,MONITOR
32,"Decathlon - Thane, Mumbai MMR",Maharashtra / Gujarat,West India,Dairy & Eggs,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 2203 units of Dairy & Eggs immediately,489.3,4.1,REORDER NOW
32,"Decathlon - Thane, Mumbai MMR",Maharashtra / Gujarat,West India,Dairy & Eggs,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,489.3,4.1,REORDER NOW
32,"Decathlon - Thane, Mumbai MMR",Maharashtra / Gujarat,West India,Dairy & Eggs,INFO,Category Insight,Short shelf-life — daily restocking recommended,489.3,4.1,REORDER NOW
32,"Decathlon - Thane, Mumbai MMR",Maharashtra / Gujarat,West India,Electronics & Appliances,HIGH,Reorder,Stock dropping (risk: 100%) — Plan order of 764 units within 3 days,242.56,5.4,REORDER SOON
32,"Decathlon - Thane, Mumbai MMR",Maharashtra / Gujarat,West India,Electronics & Appliances,MEDIUM,Discount,XGBoost recommends 15% discount — Below-average demand — ML recommends promotion,242.56,5.4,REORDER SOON
32,"Decathlon - Thane, Mumbai MMR",Maharashtra / Gujarat,West India,Electronics & Appliances,INFO,Category Insight,Festival-driven — stock up 1 month before Diwali,242.56,5.4,REORDER SOON
32,"Decathlon - Thane, Mumbai MMR",Maharashtra / Gujarat,West India,Fresh Produce,CRITICAL,Reorder,ML predicts stockout risk 100% — Order 4405 units of Fresh Produce immediately,628.73,2.8,REORDER NOW
32,"Decathlon - Thane, Mumbai MMR",Maharashtra / Gujarat,West India,Fresh Produce,MEDIUM,Discount,XGBoost recommends 5% discount — Moderate demand — ML suggests light promotion,628.73,2.8,REORDER NOW
32,"Decathlon - Thane, Mumbai MMR",Maharashtra / Gujarat,West India,Fresh Produce,INFO,Category Insight,Perishable — order frequently (5-7 day max),628.73,2.8,REORDER NOW
